region,planning_year,reserve_margin
p26,2038,0.138
p26,2039,0.138
p26,2040,0.138
p26,2041,0.138
p26,2042,0.138
p26,2043,0.138
p26,2044,0.138
p26,2045,0.138
p26,2046,0.138
p26,2047,0.138
p26,2048,0.138
p26,2049,0.138
p26,2050,0.138
p27,2025,0.11
p27,2026,0.108
p27,2027,0.12
p27,2028,0.117
p27,2029,0.102
p27,2030,0.101
p27,2031,0.099
p27,2032,0.097
p27,2033,0.108
p27,2034,0.094
p27,2035,0.094
p27,2036,0.094
p27,2037,0.094
p27,2038,0.094
p27,2039,0.094
p27,2040,0.094
p27,2041,0.094
p27,2042,0.094
p27,2043,0.094
p27,2044,0.094
p27,2045,0.094
p27,2046,0.094
p27,2047,0.094
p27,2048,0.094
p27,2049,0.094
p27,2050,0.094
p28,2025,0.11
p28,2026,0.108
p28,2027,0.12
p28,2028,0.117
p28,2029,0.102
p28,2030,0.101
p28,2031,0.099
p28,2032,0.097
p28,2033,0.108
p28,2034,0.094
p28,2035,0.094
p28,2036,0.094
p28,2037,0.094
p28,2038,0.094
p28,2039,0.094
p28,2040,0.094
p28,2041,0.094
p28,2042,0.094
p28,2043,0.094
p28,2044,0.094
p28,2045,0.094
p28,2046,0.094
p28,2047,0.094
p28,2048,0.094
p28,2049,0.094
p28,2050,0.094
p29,2025,0.11
p29,2026,0.108
p29,2027,0.12
p29,2028,0.117
p29,2029,0.102
p29,2030,0.101
p29,2031,0.099
p29,2032,0.097
p29,2033,0.108
p29,2034,0.094
p29,2035,0.094
p29,2036,0.094
p29,2037,0.094
p29,2038,0.094
p29,2039,0.094
p29,2040,0.094
p29,2041,0.094
p29,2042,0.094
p29,2043,0.094
p29,2044,0.094
p29,2045,0.094
p29,2046,0.094
p29,2047,0.094
p29,2048,0.094
p29,2049,0.094
p29,2050,0.094
p3,2025,0.163
p3,2026,0.158
p3,2027,0.159
p3,2028,0.154
p3,2029,0.147
p3,2030,0.145
p3,2031,0.143
p3,2032,0.142
p3,2033,0.144
p3,2034,0.138
p3,2035,0.138
p3,2036,0.138
p3,2037,0.138
p3,2038,0.138
p3,2039,0.138
p3,2040,0.138
p3,2041,0.138
p3,2042,0.138
p3,2043,0.138
p3,2044,0.138
p3,2045,0.138
p3,2046,0.138
p3,2047,0.138
p3,2048,0.138
p3,2049,0.138
p3,2050,0.138
p30,2025,0.11
p30,2026,0.108
p30,2027,0.12
p30,2028,0.117
p30,2029,0.102
p30,2030,0.101
p30,2031,0.099
p30,2032,0.097
p30,2033,0.108
p30,2034,0.094
p30,2035,0.094
p30,2036,0.094
p30,2037,0.094
p30,2038,0.094
p30,2039,0.094
p30,2040,0.094
p30,2041,0.094
p30,2042,0.094
p30,2043,0.094
p30,2044,0.094
p30,2045,0.094
p30,2046,0.094
p30,2047,0.094
p30,2048,0.094
p30,2049,0.094
p30,2050,0.094
p31,2025,0.11
p31,2026,0.108
p31,2027,0.12
p31,2028,0.117
p31,2029,0.102
p31,2030,0.101
p31,2031,0.099
p31,2032,0.097
p31,2033,0.108
p31,2034,0.094
p31,2035,0.094
p31,2036,0.094
p31,2037,0.094
p31,2038,0.094
p31,2039,0.094
p31,2040,0.094
p31,2041,0.094
p31,2042,0.094
p31,2043,0.094
p31,2044,0.094
p31,2045,0.094
p31,2046,0.094
p31,2047,0.094
p31,2048,0.094
p31,2049,0.094
p31,2050,0.094
p32,2025,0.163
p32,2026,0.158
p32,2027,0.159
p32,2028,0.154
p32,2029,0.147
p32,2030,0.145
p32,2031,0.143
p32,2032,0.142
p32,2033,0.144
p32,2034,0.138
p32,2035,0.138
p32,2036,0.138
p32,2037,0.138
p32,2038,0.138
p32,2039,0.138
p32,2040,0.138
p32,2041,0.138
p32,2042,0.138
p32,2043,0.138
p32,2044,0.138
p32,2045,0.138
p32,2046,0.138
p32,2047,0.138
p32,2048,0.138
p32,2049,0.138
p32,2050,0.138
p33,2025,0.163
p33,2026,0.158
p33,2027,0.159
p33,2028,0.154
p33,2029,0.147
p33,2030,0.145
p33,2031,0.143
p33,2032,0.142
p33,2033,0.144
p33,2034,0.138
p33,2035,0.138
p33,2036,0.138
p33,2037,0.138
p33,2038,0.138
p33,2039,0.138
p33,2040,0.138
p33,2041,0.138
p33,2042,0.138
p33,2043,0.138
p33,2044,0.138
p33,2045,0.138
p33,2046,0.138
p33,2047,0.138
p33,2048,0.138
p33,2049,0.138
p33,2050,0.138
p34,2025,0.163
p34,2026,0.158
p34,2027,0.159
p34,2028,0.154
p34,2029,0.147
p34,2030,0.145
p34,2031,0.143
p34,2032,0.142
p34,2033,0.144
p34,2034,0.138
p34,2035,0.138
p34,2036,0.138
p34,2037,0.138
p34,2038,0.138
p34,2039,0.138
p34,2040,0.138
p34,2041,0.138
p34,2042,0.138
p34,2043,0.138
p34,2044,0.138
p34,2045,0.138
p34,2046,0.138
p34,2047,0.138
p34,2048,0.138
p34,2049,0.138
p34,2050,0.138
p35,2025,0.19
p35,2026,0.19
p35,2027,0.19
p35,2028,0.19
p35,2029,0.19
p35,2030,0.19
p35,2031,0.19
p35,2032,0.19
p35,2033,0.19
p35,2034,0.19
p35,2035,0.19
p35,2036,0.19
p35,2037,0.19
p35,2038,0.19
p35,2039,0.19
p35,2040,0.19
p35,2041,0.19
p35,2042,0.19
p35,2043,0.19
p35,2044,0.19
p35,2045,0.19
p35,2046,0.19
p35,2047,0.19
p35,2048,0.19
p35,2049,0.19
p35,2050,0.19
p36,2025,0.19
p36,2026,0.19
p36,2027,0.19
p36,2028,0.19
p36,2029,0.19
p36,2030,0.19
p36,2031,0.19
p36,2032,0.19
p36,2033,0.19
p36,2034,0.19
p36,2035,0.19
p36,2036,0.19
p36,2037,0.19
p36,2038,0.19
p36,2039,0.19
p36,2040,0.19
p36,2041,0.19
p36,2042,0.19
p36,2043,0.19
p36,2044,0.19
p36,2045,0.19
p36,2046,0.19
p36,2047,0.19
p36,2048,0.19
p36,2049,0.19
p36,2050,0.19
p37,2025,0.092
p37,2026,0.094
p37,2027,0.096
p37,2028,0.095
p37,2029,0.094
p37,2030,0.094
p37,2031,0.095
p37,2032,0.096
p37,2033,0.097
p37,2034,0.097
p37,2035,0.097
p37,2036,0.097
p37,2037,0.097
p37,2038,0.097
p37,2039,0.097
p37,2040,0.097
p37,2041,0.097
p37,2042,0.097
p37,2043,0.097
p37,2044,0.097
p37,2045,0.097
p37,2046,0.097
p37,2047,0.097
p37,2048,0.097
p37,2049,0.097
p37,2050,0.097
p38,2025,0.19
p38,2026,0.19
p38,2027,0.19
p38,2028,0.19
p38,2029,0.19
p38,2030,0.19
p38,2031,0.19
p38,2032,0.19
p38,2033,0.19
p38,2034,0.19
p38,2035,0.19
p38,2036,0.19
p38,2037,0.19
p38,2038,0.19
p38,2039,0.19
p38,2040,0.19
p38,2041,0.19
p38,2042,0.19
p38,2043,0.19
p38,2044,0.19
p38,2045,0.19
p38,2046,0.19
p38,2047,0.19
p38,2048,0.19
p38,2049,0.19
p38,2050,0.19
p39,2025,0.19
p39,2026,0.19
p39,2027,0.19
p39,2028,0.19
p39,2029,0.19
p39,2030,0.19
p39,2031,0.19
p39,2032,0.19
p39,2033,0.19
p39,2034,0.19
p39,2035,0.19
p39,2036,0.19
p39,2037,0.19
p39,2038,0.19
p39,2039,0.19
p39,2040,0.19
p39,2041,0.19
p39,2042,0.19
p39,2043,0.19
p39,2044,0.19
p39,2045,0.19
p39,2046,0.19
p39,2047,0.19
p39,2048,0.19
p39,2049,0.19
p39,2050,0.19
p4,2025,0.163
p4,2026,0.158
p4,2027,0.159
p4,2028,0.154
p4,2029,0.147
p4,2030,0.145
p4,2031,0.143
p4,2032,0.142
p4,2033,0.144
p4,2034,0.138
p4,2035,0.138
p4,2036,0.138
p4,2037,0.138
p4,2038,0.138
p4,2039,0.138
p4,2040,0.138
p4,2041,0.138
p4,2042,0.138
p4,2043,0.138
p4,2044,0.138
p4,2045,0.138
p4,2046,0.138
p4,2047,0.138
p4,2048,0.138
p4,2049,0.138
p4,2050,0.138
p40,2025,0.19
p40,2026,0.19
p40,2027,0.19
p40,2028,0.19
p40,2029,0.19
p40,2030,0.19
p40,2031,0.19
p40,2032,0.19
p40,2033,0.19
p40,2034,0.19
p40,2035,0.19
p40,2036,0.19
p40,2037,0.19
p40,2038,0.19
p40,2039,0.19
p40,2040,0.19
p40,2041,0.19
p40,2042,0.19
p40,2043,0.19
p40,2044,0.19
p40,2045,0.19
p40,2046,0.19
p40,2047,0.19
p40,2048,0.19
p40,2049,0.19
p40,2050,0.19
p41,2025,0.19
p41,2026,0.19
p41,2027,0.19
p41,2028,0.19
p41,2029,0.19
p41,2030,0.19
p41,2031,0.19
p41,2032,0.19
p41,2033,0.19
p41,2034,0.19
p41,2035,0.19
p41,2036,0.19
p41,2037,0.19
p41,2038,0.19
p41,2039,0.19
p41,2040,0.19
p41,2041,0.19
p41,2042,0.19
p41,2043,0.19
p41,2044,0.19
p41,2045,0.19
p41,2046,0.19
p41,2047,0.19
p41,2048,0.19
p41,2049,0.19
p41,2050,0.19
p42,2025,0.092
p42,2026,0.094
p42,2027,0.096
p42,2028,0.095
p42,2029,0.094
p42,2030,0.094
p42,2031,0.095
p42,2032,0.096
p42,2033,0.097
p42,2034,0.097
p42,2035,0.097
p42,2036,0.097
p42,2037,0.097
p42,2038,0.097
p42,2039,0.097
p42,2040,0.097
p42,2041,0.097
p42,2042,0.097
p42,2043,0.097
p42,2044,0.097
p42,2045,0.097
p42,2046,0.097
p42,2047,0.097
p42,2048,0.097
p42,2049,0.097
p42,2050,0.097
p43,2025,0.092
p43,2026,0.094
p43,2027,0.096
p43,2028,0.095
p43,2029,0.094
p43,2030,0.094
p43,2031,0.095
p43,2032,0.096
p43,2033,0.097
p43,2034,0.097
p43,2035,0.097
p43,2036,0.097
p43,2037,0.097
p43,2038,0.097
p43,2039,0.097
p43,2040,0.097
p43,2041,0.097
p43,2042,0.097
p43,2043,0.097
p43,2044,0.097
p43,2045,0.097
p43,2046,0.097
p43,2047,0.097
p43,2048,0.097
p43,2049,0.097
p43,2050,0.097
p44,2025,0.092
p44,2026,0.094
p44,2027,0.096
p44,2028,0.095
p44,2029,0.094
p44,2030,0.094
p44,2031,0.095
p44,2032,0.096
p44,2033,0.097
p44,2034,0.097
p44,2035,0.097
p44,2036,0.097
p44,2037,0.097
p44,2038,0.097
p44,2039,0.097
p44,2040,0.097
p44,2041,0.097
p44,2042,0.097
p44,2043,0.097
p44,2044,0.097
p44,2045,0.097
p44,2046,0.097
p44,2047,0.097
p44,2048,0.097
p44,2049,0.097
p44,2050,0.097
p45,2025,0.092
p45,2026,0.094
p45,2027,0.096
p45,2028,0.095
p45,2029,0.094
p45,2030,0.094
p45,2031,0.095
p45,2032,0.096
p45,2033,0.097
p45,2034,0.097
p45,2035,0.097
p45,2036,0.097
p45,2037,0.097
p45,2038,0.097
p45,2039,0.097
p45,2040,0.097
p45,2041,0.097
p45,2042,0.097
p45,2043,0.097
p45,2044,0.097
p45,2045,0.097
p45,2046,0.097
p45,2047,0.097
p45,2048,0.097
p45,2049,0.097
p45,2050,0.097
p46,2025,0.092
p46,2026,0.094
p46,2027,0.096
p46,2028,0.095
p46,2029,0.094
p46,2030,0.094
p46,2031,0.095
p46,2032,0.096
p46,2033,0.097
p46,2034,0.097
p46,2035,0.097
p46,2036,0.097
p46,2037,0.097
p46,2038,0.097
p46,2039,0.097
p46,2040,0.097
p46,2041,0.097
p46,2042,0.097
p46,2043,0.097
p46,2044,0.097
p46,2045,0.097
p46,2046,0.097
p46,2047,0.097
p46,2048,0.097
p46,2049,0.097
p46,2050,0.097
p47,2025,0.19
p47,2026,0.19
p47,2027,0.19
p47,2028,0.19
p47,2029,0.19
p47,2030,0.19
p47,2031,0.19
p47,2032,0.19
p47,2033,0.19
p47,2034,0.19
p47,2035,0.19
p47,2036,0.19
p47,2037,0.19
p47,2038,0.19
p47,2039,0.19
p47,2040,0.19
p47,2041,0.19
p47,2042,0.19
p47,2043,0.19
p47,2044,0.19
p47,2045,0.19
p47,2046,0.19
p47,2047,0.19
p47,2048,0.19
p47,2049,0.19
p47,2050,0.19
p48,2025,0.19
p48,2026,0.19
p48,2027,0.19
p48,2028,0.19
p48,2029,0.19
p48,2030,0.19
p48,2031,0.19
p48,2032,0.19
p48,2033,0.19
p48,2034,0.19
p48,2035,0.19
p48,2036,0.19
p48,2037,0.19
p48,2038,0.19
p48,2039,0.19
p48,2040,0.19
p48,2041,0.19
p48,2042,0.19
p48,2043,0.19
p48,2044,0.19
p48,2045,0.19
p48,2046,0.19
p48,2047,0.19
p48,2048,0.19
p48,2049,0.19
p48,2050,0.19
p49,2025,0.19
p49,2026,0.19
p49,2027,0.19
p49,2028,0.19
p49,2029,0.19
p49,2030,0.19
p49,2031,0.19
p49,2032,0.19
p49,2033,0.19
p49,2034,0.19
p49,2035,0.19
p49,2036,0.19
p49,2037,0.19
p49,2038,0.19
p49,2039,0.19
p49,2040,0.19
p49,2041,0.19
p49,2042,0.19
p49,2043,0.19
p49,2044,0.19
p49,2045,0.19
p49,2046,0.19
p49,2047,0.19
p49,2048,0.19
p49,2049,0.19
p49,2050,0.19
p5,2025,0.163
p5,2026,0.158
p5,2027,0.159
p5,2028,0.154
p5,2029,0.147
p5,2030,0.145
p5,2031,0.143
p5,2032,0.142
p5,2033,0.144
p5,2034,0.138
p5,2035,0.138
p5,2036,0.138
p5,2037,0.138
p5,2038,0.138
p5,2039,0.138
p5,2040,0.138
p5,2041,0.138
p5,2042,0.138
p5,2043,0.138
p5,2044,0.138
p5,2045,0.138
p5,2046,0.138
p5,2047,0.138
p5,2048,0.138
p5,2049,0.138
p5,2050,0.138
p50,2025,0.19
p50,2026,0.19
p50,2027,0.19
p50,2028,0.19
p50,2029,0.19
p50,2030,0.19
p50,2031,0.19
p50,2032,0.19
p50,2033,0.19
p50,2034,0.19
p50,2035,0.19
p50,2036,0.19
p50,2037,0.19
p50,2038,0.19
p50,2039,0.19
p50,2040,0.19
p50,2041,0.19
p50,2042,0.19
p50,2043,0.19
p50,2044,0.19
p50,2045,0.19
p50,2046,0.19
p50,2047,0.19
p50,2048,0.19
p50,2049,0.19
p50,2050,0.19
p51,2025,0.19
p51,2026,0.19
p51,2027,0.19
p51,2028,0.19
p51,2029,0.19
p51,2030,0.19
p51,2031,0.19
p51,2032,0.19
p51,2033,0.19
p51,2034,0.19
p51,2035,0.19
p51,2036,0.19
p51,2037,0.19
p51,2038,0.19
p51,2039,0.19
p51,2040,0.19
p51,2041,0.19
p51,2042,0.19
p51,2043,0.19
p51,2044,0.19
p51,2045,0.19
p51,2046,0.19
p51,2047,0.19
p51,2048,0.19
p51,2049,0.19
p51,2050,0.19
p52,2025,0.19
p52,2026,0.19
p52,2027,0.19
p52,2028,0.19
p52,2029,0.19
p52,2030,0.19
p52,2031,0.19
p52,2032,0.19
p52,2033,0.19
p52,2034,0.19
p52,2035,0.19
p52,2036,0.19
p52,2037,0.19
p52,2038,0.19
p52,2039,0.19
p52,2040,0.19
p52,2041,0.19
p52,2042,0.19
p52,2043,0.19
p52,2044,0.19
p52,2045,0.19
p52,2046,0.19
p52,2047,0.19
p52,2048,0.19
p52,2049,0.19
p52,2050,0.19
p53,2025,0.19
p53,2026,0.19
p53,2027,0.19
p53,2028,0.19
p53,2029,0.19
p53,2030,0.19
p53,2031,0.19
p53,2032,0.19
p53,2033,0.19
p53,2034,0.19
p53,2035,0.19
p53,2036,0.19
p53,2037,0.19
p53,2038,0.19
p53,2039,0.19
p53,2040,0.19
p53,2041,0.19
p53,2042,0.19
p53,2043,0.19
p53,2044,0.19
p53,2045,0.19
p53,2046,0.19
p53,2047,0.19
p53,2048,0.19
p53,2049,0.19
p53,2050,0.19
p54,2025,0.19
p54,2026,0.19
p54,2027,0.19
p54,2028,0.19
p54,2029,0.19
p54,2030,0.19
p54,2031,0.19
p54,2032,0.19
p54,2033,0.19
p54,2034,0.19
p54,2035,0.19
p54,2036,0.19
p54,2037,0.19
p54,2038,0.19
p54,2039,0.19
p54,2040,0.19
p54,2041,0.19
p54,2042,0.19
p54,2043,0.19
p54,2044,0.19
p54,2045,0.19
p54,2046,0.19
p54,2047,0.19
p54,2048,0.19
p54,2049,0.19
p54,2050,0.19
p55,2025,0.19
p55,2026,0.19
p55,2027,0.19
p55,2028,0.19
p55,2029,0.19
p55,2030,0.19
p55,2031,0.19
p55,2032,0.19
p55,2033,0.19
p55,2034,0.19
p55,2035,0.19
p55,2036,0.19
p55,2037,0.19
p55,2038,0.19
p55,2039,0.19
p55,2040,0.19
p55,2041,0.19
p55,2042,0.19
p55,2043,0.19
p55,2044,0.19
p55,2045,0.19
p55,2046,0.19
p55,2047,0.19
p55,2048,0.19
p55,2049,0.19
p55,2050,0.19
p56,2025,0.19
p56,2026,0.19
p56,2027,0.19
p56,2028,0.19
p56,2029,0.19
p56,2030,0.19
p56,2031,0.19
p56,2032,0.19
p56,2033,0.19
p56,2034,0.19
p56,2035,0.19
p56,2036,0.19
p56,2037,0.19
p56,2038,0.19
p56,2039,0.19
p56,2040,0.19
p56,2041,0.19
p56,2042,0.19
p56,2043,0.19
p56,2044,0.19
p56,2045,0.19
p56,2046,0.19
p56,2047,0.19
p56,2048,0.19
p56,2049,0.19
p56,2050,0.19
p57,2025,0.19
p57,2026,0.19
p57,2027,0.19
p57,2028,0.19
p57,2029,0.19
p57,2030,0.19
p57,2031,0.19
p57,2032,0.19
p57,2033,0.19
p57,2034,0.19
p57,2035,0.19
p57,2036,0.19
p57,2037,0.19
p57,2038,0.19
p57,2039,0.19
p57,2040,0.19
p57,2041,0.19
p57,2042,0.19
p57,2043,0.19
p57,2044,0.19
p57,2045,0.19
p57,2046,0.19
p57,2047,0.19
p57,2048,0.19
p57,2049,0.19
p57,2050,0.19
p58,2025,0.092
p58,2026,0.094
p58,2027,0.096
p58,2028,0.095
p58,2029,0.094
p58,2030,0.094
p58,2031,0.095
p58,2032,0.096
p58,2033,0.097
p58,2034,0.097
p58,2035,0.097
p58,2036,0.097
p58,2037,0.097
p58,2038,0.097
p58,2039,0.097
p58,2040,0.097
p58,2041,0.097
p58,2042,0.097
p58,2043,0.097
p58,2044,0.097
p58,2045,0.097
p58,2046,0.097
p58,2047,0.097
p58,2048,0.097
p58,2049,0.097
p58,2050,0.097
p59,2025,0.11
p59,2026,0.108
p59,2027,0.12
p59,2028,0.117
p59,2029,0.102
p59,2030,0.101
p59,2031,0.099
p59,2032,0.097
p59,2033,0.108
p59,2034,0.094
p59,2035,0.094
p59,2036,0.094
p59,2037,0.094
p59,2038,0.094
p59,2039,0.094
p59,2040,0.094
p59,2041,0.094
p59,2042,0.094
p59,2043,0.094
p59,2044,0.094
p59,2045,0.094
p59,2046,0.094
p59,2047,0.094
p59,2048,0.094
p59,2049,0.094
p59,2050,0.094
p6,2025,0.163
p6,2026,0.158
p6,2027,0.159
p6,2028,0.154
p6,2029,0.147
p6,2030,0.145
p6,2031,0.143
p6,2032,0.142
p6,2033,0.144
p6,2034,0.138
p6,2035,0.138
p6,2036,0.138
p6,2037,0.138
p6,2038,0.138
p6,2039,0.138
p6,2040,0.138
p6,2041,0.138
p6,2042,0.138
p6,2043,0.138
p6,2044,0.138
p6,2045,0.138
p6,2046,0.138
p6,2047,0.138
p6,2048,0.138
p6,2049,0.138
p6,2050,0.138
p60,2025,0.1375
p60,2026,0.1375
p60,2027,0.1375
p60,2028,0.1375
p60,2029,0.1375
p60,2030,0.1375
p60,2031,0.1375
p60,2032,0.1375
p60,2033,0.1375
p60,2034,0.1375
p60,2035,0.1375
p60,2036,0.1375
p60,2037,0.1375
p60,2038,0.1375
p60,2039,0.1375
p60,2040,0.1375
p60,2041,0.1375
p60,2042,0.1375
p60,2043,0.1375
p60,2044,0.1375
p60,2045,0.1375
p60,2046,0.1375
p60,2047,0.1375
p60,2048,0.1375
p60,2049,0.1375
p60,2050,0.1375
p61,2025,0.1375
p61,2026,0.1375
p61,2027,0.1375
p61,2028,0.1375
p61,2029,0.1375
p61,2030,0.1375
p61,2031,0.1375
p61,2032,0.1375
p61,2033,0.1375
p61,2034,0.1375
p61,2035,0.1375
p61,2036,0.1375
p61,2037,0.1375
p61,2038,0.1375
p61,2039,0.1375
p61,2040,0.1375
p61,2041,0.1375
p61,2042,0.1375
p61,2043,0.1375
p61,2044,0.1375
p61,2045,0.1375
p61,2046,0.1375
p61,2047,0.1375
p61,2048,0.1375
p61,2049,0.1375
p61,2050,0.1375
p62,2025,0.1375
p62,2026,0.1375
p62,2027,0.1375
p62,2028,0.1375
p62,2029,0.1375
p62,2030,0.1375
p62,2031,0.1375
p62,2032,0.1375
p62,2033,0.1375
p62,2034,0.1375
p62,2035,0.1375
p62,2036,0.1375
p62,2037,0.1375
p62,2038,0.1375
p62,2039,0.1375
p62,2040,0.1375
p62,2041,0.1375
p62,2042,0.1375
p62,2043,0.1375
p62,2044,0.1375
p62,2045,0.1375
p62,2046,0.1375
p62,2047,0.1375
p62,2048,0.1375
p62,2049,0.1375
p62,2050,0.1375
p63,2025,0.1375
p63,2026,0.1375
p63,2027,0.1375
p63,2028,0.1375
p63,2029,0.1375
p63,2030,0.1375
p63,2031,0.1375
p63,2032,0.1375
p63,2033,0.1375
p63,2034,0.1375
p63,2035,0.1375
p63,2036,0.1375
p63,2037,0.1375
p63,2038,0.1375
p63,2039,0.1375
p63,2040,0.1375
p63,2041,0.1375
p63,2042,0.1375
p63,2043,0.1375
p63,2044,0.1375
p63,2045,0.1375
p63,2046,0.1375
p63,2047,0.1375
p63,2048,0.1375
p63,2049,0.1375
p63,2050,0.1375
p64,2025,0.1375
p64,2026,0.1375
p64,2027,0.1375
p64,2028,0.1375
p64,2029,0.1375
p64,2030,0.1375
p64,2031,0.1375
p64,2032,0.1375
p64,2033,0.1375
p64,2034,0.1375
p64,2035,0.1375
p64,2036,0.1375
p64,2037,0.1375
p64,2038,0.1375
p64,2039,0.1375
p64,2040,0.1375
p64,2041,0.1375
p64,2042,0.1375
p64,2043,0.1375
p64,2044,0.1375
p64,2045,0.1375
p64,2046,0.1375
p64,2047,0.1375
p64,2048,0.1375
p64,2049,0.1375
p64,2050,0.1375
p65,2025,0.1375
p65,2026,0.1375
p65,2027,0.1375
p65,2028,0.1375
p65,2029,0.1375
p65,2030,0.1375
p65,2031,0.1375
p65,2032,0.1375
p65,2033,0.1375
p65,2034,0.1375
p65,2035,0.1375
p65,2036,0.1375
p65,2037,0.1375
p65,2038,0.1375
p65,2039,0.1375
p65,2040,0.1375
p65,2041,0.1375
p65,2042,0.1375
p65,2043,0.1375
p65,2044,0.1375
p65,2045,0.1375
p65,2046,0.1375
p65,2047,0.1375
p65,2048,0.1375
p65,2049,0.1375
p65,2050,0.1375
p66,2025,0.092
p66,2026,0.094
p66,2027,0.096
p66,2028,0.095
p66,2029,0.094
p66,2030,0.094
p66,2031,0.095
p66,2032,0.096
p66,2033,0.097
p66,2034,0.097
p66,2035,0.097
p66,2036,0.097
p66,2037,0.097
p66,2038,0.097
p66,2039,0.097
p66,2040,0.097
p66,2041,0.097
p66,2042,0.097
p66,2043,0.097
p66,2044,0.097
p66,2045,0.097
p66,2046,0.097
p66,2047,0.097
p66,2048,0.097
p66,2049,0.097
p66,2050,0.097
p67,2025,0.1375
p67,2026,0.1375
p67,2027,0.1375
p67,2028,0.1375
p67,2029,0.1375
p67,2030,0.1375
p67,2031,0.1375
p67,2032,0.1375
p67,2033,0.1375
p67,2034,0.1375
p67,2035,0.1375
p67,2036,0.1375
p67,2037,0.1375
p67,2038,0.1375
p67,2039,0.1375
p67,2040,0.1375
p67,2041,0.1375
p67,2042,0.1375
p67,2043,0.1375
p67,2044,0.1375
p67,2045,0.1375
p67,2046,0.1375
p67,2047,0.1375
p67,2048,0.1375
p67,2049,0.1375
p67,2050,0.1375
p68,2025,0.092
p68,2026,0.094
p68,2027,0.096
p68,2028,0.095
p68,2029,0.094
p68,2030,0.094
p68,2031,0.095
p68,2032,0.096
p68,2033,0.097
p68,2034,0.097
p68,2035,0.097
p68,2036,0.097
p68,2037,0.097
p68,2038,0.097
p68,2039,0.097
p68,2040,0.097
p68,2041,0.097
p68,2042,0.097
p68,2043,0.097
p68,2044,0.097
p68,2045,0.097
p68,2046,0.097
p68,2047,0.097
p68,2048,0.097
p68,2049,0.097
p68,2050,0.097
p69,2025,0.092
p69,2026,0.094
p69,2027,0.096
p69,2028,0.095
p69,2029,0.094
p69,2030,0.094
p69,2031,0.095
p69,2032,0.096
p69,2033,0.097
p69,2034,0.097
p69,2035,0.097
p69,2036,0.097
p69,2037,0.097
p69,2038,0.097
p69,2039,0.097
p69,2040,0.097
p69,2041,0.097
p69,2042,0.097
p69,2043,0.097
p69,2044,0.097
p69,2045,0.097
p69,2046,0.097
p69,2047,0.097
p69,2048,0.097
p69,2049,0.097
p69,2050,0.097
p7,2025,0.163
p7,2026,0.158
p7,2027,0.159
p7,2028,0.154
p7,2029,0.147
p7,2030,0.145
p7,2031,0.143
p7,2032,0.142
p7,2033,0.144
p7,2034,0.138
p7,2035,0.138
p7,2036,0.138
p7,2037,0.138
p7,2038,0.138
p7,2039,0.138
p7,2040,0.138
p7,2041,0.138
p7,2042,0.138
p7,2043,0.138
p7,2044,0.138
p7,2045,0.138
p7,2046,0.138
p7,2047,0.138
p7,2048,0.138
p7,2049,0.138
p7,2050,0.138
p70,2025,0.092
p70,2026,0.094
p70,2027,0.096
p70,2028,0.095
p70,2029,0.094
p70,2030,0.094
p70,2031,0.095
p70,2032,0.096
p70,2033,0.097
p70,2034,0.097
p70,2035,0.097
p70,2036,0.097
p70,2037,0.097
p70,2038,0.097
p70,2039,0.097
p70,2040,0.097
p70,2041,0.097
p70,2042,0.097
p70,2043,0.097
p70,2044,0.097
p70,2045,0.097
p70,2046,0.097
p70,2047,0.097
p70,2048,0.097
p70,2049,0.097
p70,2050,0.097
p71,2025,0.092
p71,2026,0.094
p71,2027,0.096
p71,2028,0.095
p71,2029,0.094
p71,2030,0.094
p71,2031,0.095
p71,2032,0.096
p71,2033,0.097
p71,2034,0.097
p71,2035,0.097
p71,2036,0.097
p71,2037,0.097
p71,2038,0.097
p71,2039,0.097
p71,2040,0.097
p71,2041,0.097
p71,2042,0.097
p71,2043,0.097
p71,2044,0.097
p71,2045,0.097
p71,2046,0.097
p71,2047,0.097
p71,2048,0.097
p71,2049,0.097
p71,2050,0.097
p72,2025,0.092
p72,2026,0.094
p72,2027,0.096
p72,2028,0.095
p72,2029,0.094
p72,2030,0.094
p72,2031,0.095
p72,2032,0.096
p72,2033,0.097
p72,2034,0.097
p72,2035,0.097
p72,2036,0.097
p72,2037,0.097
p72,2038,0.097
p72,2039,0.097
p72,2040,0.097
p72,2041,0.097
p72,2042,0.097
p72,2043,0.097
p72,2044,0.097
p72,2045,0.097
p72,2046,0.097
p72,2047,0.097
p72,2048,0.097
p72,2049,0.097
p72,2050,0.097
p73,2025,0.092
p73,2026,0.094
p73,2027,0.096
p73,2028,0.095
p73,2029,0.094
p73,2030,0.094
p73,2031,0.095
p73,2032,0.096
p73,2033,0.097
p73,2034,0.097
p73,2035,0.097
p73,2036,0.097
p73,2037,0.097
p73,2038,0.097
p73,2039,0.097
p73,2040,0.097
p73,2041,0.097
p73,2042,0.097
p73,2043,0.097
p73,2044,0.097
p73,2045,0.097
p73,2046,0.097
p73,2047,0.097
p73,2048,0.097
p73,2049,0.097
p73,2050,0.097
p74,2025,0.092
p74,2026,0.094
p74,2027,0.096
p74,2028,0.095
p74,2029,0.094
p74,2030,0.094
p74,2031,0.095
p74,2032,0.096
p74,2033,0.097
p74,2034,0.097
p74,2035,0.097
p74,2036,0.097
p74,2037,0.097
p74,2038,0.097
p74,2039,0.097
