technology,tech_detail,cost_case,basis_year,heat_rate,data_year
Nuclear,Nuclear - Large,Conservative,2044,10.497,2024
Nuclear,Nuclear - Large,Conservative,2043,10.497,2024
Nuclear,Nuclear - Large,Conservative,2042,10.497,2024
Nuclear,Nuclear - Large,Conservative,2041,10.497,2024
Nuclear,Nuclear - Large,Conservative,2040,10.497,2024
Nuclear,Nuclear - Large,Conservative,2039,10.497,2024
Nuclear,Nuclear - Large,Conservative,2038,10.497,2024
Nuclear,Nuclear - Large,Conservative,2037,10.497,2024
Nuclear,Nuclear - Large,Conservative,2036,10.497,2024
Nuclear,Nuclear - Large,Conservative,2035,10.497,2024
Nuclear,Nuclear - Large,Conservative,2034,10.497,2024
Nuclear,Nuclear - Large,Advanced,2030,10.497,2024
Nuclear,Nuclear - Large,Advanced,2031,10.497,2024
Nuclear,Nuclear - Large,Moderate,2041,10.497,2024
Nuclear,Nuclear - Large,Advanced,2032,10.497,2024
Nuclear,Nuclear - Large,Moderate,2042,10.497,2024
Nuclear,Nuclear - Large,Moderate,2050,10.497,2024
Nuclear,Nuclear - Large,Moderate,2048,10.497,2024
Nuclear,Nuclear - Large,Moderate,2047,10.497,2024
Nuclear,Nuclear - Large,Advanced,2038,10.497,2024
Nuclear,Nuclear - Large,Moderate,2049,10.497,2024
Nuclear,Nuclear - Large,Moderate,2046,10.497,2024
Nuclear,Nuclear - Large,Moderate,2045,10.497,2024
Nuclear,Nuclear - Large,Moderate,2044,10.497,2024
Nuclear,Nuclear - Large,Moderate,2043,10.497,2024
Coal,95%-CCS,Advanced,2026,10.488,2024
Coal,95%-CCS,Moderate,2030,10.488,2024
Coal,95%-CCS,Moderate,2031,10.432,2024
Coal,99%-CCS,Moderate,2033,10.407,2024
Coal,99%-CCS,Advanced,2028,10.407,2024
Coal,95%-CCS,Moderate,2032,10.376,2024
Coal,95%-CCS,Advanced,2027,10.376,2024
Coal,99%-CCS,Moderate,2034,10.348,2024
Coal,99%-CCS,Moderate,2036,10.348,2024
Coal,99%-CCS,Moderate,2050,10.348,2024
Coal,99%-CCS,Moderate,2048,10.348,2024
Coal,99%-CCS,Moderate,2035,10.348,2024
Coal,99%-CCS,Moderate,2049,10.348,2024
Coal,99%-CCS,Moderate,2037,10.348,2024
Coal,99%-CCS,Moderate,2046,10.348,2024
Coal,99%-CCS,Moderate,2047,10.348,2024
Coal,99%-CCS,Moderate,2042,10.348,2024
Coal,99%-CCS,Moderate,2044,10.348,2024
Coal,99%-CCS,Moderate,2043,10.348,2024
Coal,99%-CCS,Moderate,2041,10.348,2024
Coal,99%-CCS,Moderate,2040,10.348,2024
Coal,99%-CCS,Moderate,2039,10.348,2024
Coal,99%-CCS,Moderate,2038,10.348,2024
Coal,99%-CCS,Moderate,2045,10.348,2024
Coal,99%-CCS,Advanced,2029,10.289,2024
Coal,95%-CCS,Advanced,2028,10.263,2024
Coal,95%-CCS,Moderate,2033,10.263,2024
Coal,95%-CCS,Moderate,2036,10.207,2024
Coal,95%-CCS,Moderate,2045,10.207,2024
Coal,95%-CCS,Moderate,2047,10.207,2024
Coal,95%-CCS,Moderate,2035,10.207,2024
Coal,95%-CCS,Moderate,2046,10.207,2024
Coal,95%-CCS,Moderate,2043,10.207,2024
Coal,95%-CCS,Moderate,2044,10.207,2024
Coal,95%-CCS,Moderate,2042,10.207,2024
Coal,95%-CCS,Moderate,2041,10.207,2024
Coal,95%-CCS,Moderate,2040,10.207,2024
Coal,95%-CCS,Moderate,2039,10.207,2024
Coal,95%-CCS,Moderate,2034,10.207,2024
Coal,95%-CCS,Moderate,2048,10.207,2024
Coal,95%-CCS,Moderate,2037,10.207,2024
Coal,95%-CCS,Moderate,2049,10.207,2024
Coal,95%-CCS,Moderate,2050,10.207,2024
Coal,95%-CCS,Moderate,2038,10.207,2024
Coal,99%-CCS,Advanced,2030,10.171,2024
Coal,95%-CCS,Advanced,2029,10.151,2024
Coal,99%-CCS,Advanced,2031,10.053,2024
Coal,95%-CCS,Advanced,2030,10.038,2024
Coal,99%-CCS,Advanced,2032,9.935,2024
Coal,95%-CCS,Advanced,2031,9.926,2024
Coal,95%-CCS,Advanced,2032,9.813,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2028,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2032,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2026,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2027,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2042,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2028,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2041,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2040,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2029,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2038,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2039,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2038,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2037,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2036,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2035,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2034,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2030,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2027,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2033,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2032,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2037,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2031,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2032,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2033,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2033,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2034,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2031,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2034,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2030,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2029,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2028,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2027,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2025,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2024,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2023,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2022,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2041,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2026,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2029,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2040,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2030,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2025,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2024,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2023,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2042,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2043,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2044,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2045,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2022,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2050,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2049,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2048,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2047,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2046,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2045,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2044,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2043,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2039,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2046,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2035,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2047,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2048,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2049,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2050,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2031,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Conservative,2036,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2026,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2025,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2036,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2023,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2022,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2050,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2049,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2048,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2047,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2046,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2045,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2044,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2043,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2042,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2041,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Advanced,2024,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2035,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2037,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2039,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2038,9.717,2024
NaturalGas,Combustion Turbine (F-Frame),Moderate,2040,9.717,2024
Coal,99%-CCS,Advanced,2033,9.699,2024
Coal,95%-CCS,Advanced,2033,9.588,2024
Coal,99%-CCS,Advanced,2045,9.581,2024
Coal,99%-CCS,Advanced,2050,9.581,2024
Coal,99%-CCS,Advanced,2049,9.581,2024
Coal,99%-CCS,Advanced,2034,9.581,2024
Coal,99%-CCS,Advanced,2047,9.581,2024
Coal,99%-CCS,Advanced,2046,9.581,2024
Coal,99%-CCS,Advanced,2048,9.581,2024
Coal,99%-CCS,Advanced,2035,9.581,2024
Coal,99%-CCS,Advanced,2036,9.581,2024
Coal,99%-CCS,Advanced,2044,9.581,2024
Coal,99%-CCS,Advanced,2043,9.581,2024
Coal,99%-CCS,Advanced,2042,9.581,2024
Coal,99%-CCS,Advanced,2041,9.581,2024
Coal,99%-CCS,Advanced,2040,9.581,2024
Coal,99%-CCS,Advanced,2039,9.581,2024
Coal,99%-CCS,Advanced,2038,9.581,2024
Coal,99%-CCS,Advanced,2037,9.581,2024
Coal,95%-CCS,Advanced,2048,9.476,2024
Coal,95%-CCS,Advanced,2047,9.476,2024
Coal,95%-CCS,Advanced,2043,9.476,2024
Coal,95%-CCS,Advanced,2044,9.476,2024
Coal,95%-CCS,Advanced,2050,9.476,2024
Coal,95%-CCS,Advanced,2034,9.476,2024
Coal,95%-CCS,Advanced,2035,9.476,2024
Coal,95%-CCS,Advanced,2036,9.476,2024
Coal,95%-CCS,Advanced,2037,9.476,2024
Coal,95%-CCS,Advanced,2038,9.476,2024
Coal,95%-CCS,Advanced,2039,9.476,2024
Coal,95%-CCS,Advanced,2040,9.476,2024
Coal,95%-CCS,Advanced,2041,9.476,2024
Coal,95%-CCS,Advanced,2049,9.476,2024
Coal,95%-CCS,Advanced,2046,9.476,2024
Coal,95%-CCS,Advanced,2045,9.476,2024
Coal,95%-CCS,Advanced,2042,9.476,2024
Nuclear,Nuclear - Small,Advanced,2033,9.18,2024
Nuclear,Nuclear - Small,Moderate,2048,9.18,2024
Nuclear,Nuclear - Small,Advanced,2034,9.18,2024
Nuclear,Nuclear - Small,Conservative,2046,9.18,2024
Nuclear,Nuclear - Small,Conservative,2047,9.18,2024
Nuclear,Nuclear - Small,Moderate,2050,9.18,2024
Nuclear,Nuclear - Small,Moderate,2049,9.18,2024
Nuclear,Nuclear - Small,Conservative,2048,9.18,2024
Nuclear,Nuclear - Small,Moderate,2034,9.18,2024
Nuclear,Nuclear - Small,Advanced,2032,9.18,2024
Nuclear,Nuclear - Small,Moderate,2033,9.18,2024
Nuclear,Nuclear - Small,Moderate,2032,9.18,2024
Nuclear,Nuclear - Small,Moderate,2031,9.18,2024
Nuclear,Nuclear - Small,Conservative,2049,9.18,2024
Nuclear,Nuclear - Small,Conservative,2050,9.18,2024
Nuclear,Nuclear - Small,Advanced,2030,9.18,2024
Nuclear,Nuclear - Small,Advanced,2031,9.18,2024
Nuclear,Nuclear - Small,Moderate,2030,9.18,2024
Nuclear,Nuclear - Small,Moderate,2041,9.18,2024
Nuclear,Nuclear - Small,Moderate,2047,9.18,2024
Nuclear,Nuclear - Small,Moderate,2046,9.18,2024
Nuclear,Nuclear - Small,Moderate,2045,9.18,2024
Nuclear,Nuclear - Small,Moderate,2044,9.18,2024
Nuclear,Nuclear - Small,Moderate,2043,9.18,2024
Nuclear,Nuclear - Small,Moderate,2042,9.18,2024
Nuclear,Nuclear - Small,Moderate,2040,9.18,2024
Nuclear,Nuclear - Small,Moderate,2039,9.18,2024
Nuclear,Nuclear - Small,Moderate,2038,9.18,2024
Nuclear,Nuclear - Small,Moderate,2037,9.18,2024
Nuclear,Nuclear - Small,Moderate,2036,9.18,2024
Nuclear,Nuclear - Small,Moderate,2035,9.18,2024
Nuclear,Nuclear - Small,Conservative,2045,9.18,2024
Nuclear,Nuclear - Small,Conservative,2033,9.18,2024
Nuclear,Nuclear - Small,Conservative,2044,9.18,2024
Nuclear,Nuclear - Small,Conservative,2039,9.18,2024
Nuclear,Nuclear - Small,Conservative,2040,9.18,2024
Nuclear,Nuclear - Small,Conservative,2041,9.18,2024
Nuclear,Nuclear - Small,Conservative,2042,9.18,2024
Nuclear,Nuclear - Small,Conservative,2043,9.18,2024
Nuclear,Nuclear - Small,Conservative,2037,9.18,2024
Nuclear,Nuclear - Small,Conservative,2038,9.18,2024
Nuclear,Nuclear - Small,Conservative,2036,9.18,2024
Nuclear,Nuclear - Small,Advanced,2036,9.18,2024
Nuclear,Nuclear - Small,Advanced,2047,9.18,2024
Nuclear,Nuclear - Small,Advanced,2046,9.18,2024
Nuclear,Nuclear - Small,Advanced,2045,9.18,2024
Nuclear,Nuclear - Small,Advanced,2044,9.18,2024
Nuclear,Nuclear - Small,Advanced,2043,9.18,2024
Nuclear,Nuclear - Small,Advanced,2042,9.18,2024
Nuclear,Nuclear - Small,Advanced,2041,9.18,2024
Nuclear,Nuclear - Small,Advanced,2040,9.18,2024
Nuclear,Nuclear - Small,Advanced,2039,9.18,2024
Nuclear,Nuclear - Small,Advanced,2038,9.18,2024
Nuclear,Nuclear - Small,Advanced,2037,9.18,2024
Nuclear,Nuclear - Small,Advanced,2035,9.18,2024
Nuclear,Nuclear - Small,Conservative,2035,9.18,2024
Nuclear,Nuclear - Small,Advanced,2050,9.18,2024
Nuclear,Nuclear - Small,Conservative,2030,9.18,2024
Nuclear,Nuclear - Small,Conservative,2031,9.18,2024
Nuclear,Nuclear - Small,Conservative,2032,9.18,2024
Nuclear,Nuclear - Small,Conservative,2034,9.18,2024
Nuclear,Nuclear - Small,Advanced,2048,9.18,2024
Nuclear,Nuclear - Small,Advanced,2049,9.18,2024
Coal,new,Conservative,2050,8.49,2024
Coal,new,Moderate,2022,8.49,2024
Coal,new,Conservative,2030,8.49,2024
Coal,new,Conservative,2031,8.49,2024
Coal,new,Conservative,2034,8.49,2024
Coal,new,Conservative,2033,8.49,2024
Coal,new,Conservative,2032,8.49,2024
Coal,new,Conservative,2049,8.49,2024
Coal,new,Conservative,2023,8.49,2024
Coal,new,Conservative,2029,8.49,2024
Coal,new,Conservative,2022,8.49,2024
Coal,new,Conservative,2025,8.49,2024
Coal,new,Advanced,2022,8.49,2024
Coal,new,Conservative,2048,8.49,2024
Coal,new,Conservative,2047,8.49,2024
Coal,new,Conservative,2046,8.49,2024
Coal,new,Conservative,2045,8.49,2024
Coal,new,Conservative,2044,8.49,2024
Coal,new,Conservative,2043,8.49,2024
Coal,new,Conservative,2042,8.49,2024
Coal,new,Conservative,2041,8.49,2024
Coal,new,Conservative,2040,8.49,2024
Coal,new,Conservative,2024,8.49,2024
Coal,new,Conservative,2036,8.49,2024
Coal,new,Conservative,2037,8.49,2024
Coal,new,Conservative,2038,8.49,2024
Coal,new,Conservative,2028,8.49,2024
Coal,new,Conservative,2027,8.49,2024
Coal,new,Conservative,2039,8.49,2024
Coal,new,Conservative,2026,8.49,2024
Coal,new,Conservative,2035,8.49,2024
Coal,new,Moderate,2023,8.466,2024
Coal,new,Advanced,2023,8.442,2024
Coal,new,Moderate,2024,8.442,2024
Coal,new,Moderate,2025,8.419,2024
Coal,new,Advanced,2024,8.395,2024
Coal,new,Moderate,2026,8.395,2024
Coal,new,Moderate,2027,8.371,2024
Coal,new,Moderate,2028,8.347,2024
Coal,new,Advanced,2025,8.347,2024
Coal,new,Moderate,2029,8.324,2024
Coal,IGCC,Moderate,2030,8.308,2024
Coal,IGCC,Advanced,2045,8.308,2024
Coal,IGCC,Advanced,2037,8.308,2024
Coal,IGCC,Moderate,2033,8.308,2024
Coal,IGCC,Advanced,2049,8.308,2024
Coal,IGCC,Advanced,2043,8.308,2024
Coal,IGCC,Moderate,2031,8.308,2024
Coal,IGCC,Moderate,2032,8.308,2024
Coal,IGCC,Advanced,2046,8.308,2024
Coal,IGCC,Advanced,2026,8.308,2024
Coal,IGCC,Advanced,2047,8.308,2024
Coal,IGCC,Advanced,2044,8.308,2024
Coal,IGCC,Advanced,2039,8.308,2024
Coal,IGCC,Advanced,2038,8.308,2024
Coal,IGCC,Advanced,2031,8.308,2024
Coal,IGCC,Advanced,2042,8.308,2024
Coal,IGCC,Advanced,2041,8.308,2024
Coal,IGCC,Advanced,2040,8.308,2024
Coal,IGCC,Advanced,2036,8.308,2024
Coal,IGCC,Advanced,2027,8.308,2024
Coal,IGCC,Advanced,2035,8.308,2024
Coal,IGCC,Advanced,2034,8.308,2024
Coal,IGCC,Advanced,2033,8.308,2024
Coal,IGCC,Advanced,2032,8.308,2024
Coal,IGCC,Advanced,2028,8.308,2024
Coal,IGCC,Advanced,2029,8.308,2024
Coal,IGCC,Advanced,2030,8.308,2024
Coal,IGCC,Conservative,2025,8.308,2024
Coal,IGCC,Advanced,2048,8.308,2024
Coal,IGCC,Conservative,2022,8.308,2024
Coal,IGCC,Advanced,2050,8.308,2024
Coal,IGCC,Moderate,2048,8.308,2024
Coal,IGCC,Moderate,2049,8.308,2024
Coal,IGCC,Moderate,2050,8.308,2024
Coal,IGCC,Conservative,2041,8.308,2024
Coal,IGCC,Conservative,2040,8.308,2024
Coal,IGCC,Advanced,2022,8.308,2024
Coal,IGCC,Advanced,2023,8.308,2024
Coal,IGCC,Advanced,2024,8.308,2024
Coal,IGCC,Advanced,2025,8.308,2024
Coal,IGCC,Moderate,2047,8.308,2024
Coal,IGCC,Moderate,2046,8.308,2024
Coal,IGCC,Moderate,2045,8.308,2024
Coal,IGCC,Conservative,2048,8.308,2024
Coal,IGCC,Conservative,2023,8.308,2024
Coal,IGCC,Conservative,2024,8.308,2024
Coal,IGCC,Moderate,2029,8.308,2024
Coal,IGCC,Moderate,2028,8.308,2024
Coal,IGCC,Moderate,2027,8.308,2024
Coal,IGCC,Moderate,2026,8.308,2024
Coal,IGCC,Moderate,2025,8.308,2024
Coal,IGCC,Moderate,2024,8.308,2024
Coal,IGCC,Moderate,2023,8.308,2024
Coal,IGCC,Moderate,2022,8.308,2024
Coal,IGCC,Conservative,2050,8.308,2024
Coal,IGCC,Conservative,2049,8.308,2024
Coal,IGCC,Conservative,2047,8.308,2024
Coal,IGCC,Moderate,2044,8.308,2024
Coal,IGCC,Conservative,2046,8.308,2024
Coal,IGCC,Conservative,2045,8.308,2024
Coal,IGCC,Conservative,2044,8.308,2024
Coal,IGCC,Conservative,2035,8.308,2024
Coal,IGCC,Conservative,2043,8.308,2024
Coal,IGCC,Conservative,2042,8.308,2024
Coal,IGCC,Moderate,2043,8.308,2024
Coal,IGCC,Conservative,2027,8.308,2024
Coal,IGCC,Moderate,2034,8.308,2024
Coal,IGCC,Moderate,2035,8.308,2024
Coal,IGCC,Moderate,2036,8.308,2024
Coal,IGCC,Conservative,2026,8.308,2024
Coal,IGCC,Conservative,2039,8.308,2024
Coal,IGCC,Conservative,2038,8.308,2024
Coal,IGCC,Conservative,2037,8.308,2024
Coal,IGCC,Conservative,2036,8.308,2024
Coal,IGCC,Conservative,2034,8.308,2024
Coal,IGCC,Conservative,2033,8.308,2024
Coal,IGCC,Conservative,2032,8.308,2024
Coal,IGCC,Conservative,2031,8.308,2024
Coal,IGCC,Moderate,2037,8.308,2024
Coal,IGCC,Conservative,2030,8.308,2024
Coal,IGCC,Conservative,2029,8.308,2024
Coal,IGCC,Conservative,2028,8.308,2024
Coal,IGCC,Moderate,2042,8.308,2024
Coal,IGCC,Moderate,2041,8.308,2024
Coal,IGCC,Moderate,2040,8.308,2024
Coal,IGCC,Moderate,2039,8.308,2024
Coal,IGCC,Moderate,2038,8.308,2024
Coal,new,Advanced,2026,8.3,2024
Coal,new,Moderate,2030,8.3,2024
Coal,new,Moderate,2031,8.276,2024
Coal,new,Moderate,2032,8.253,2024
Coal,new,Advanced,2027,8.253,2024
Coal,new,Advanced,2028,8.205,2024
Coal,new,Moderate,2033,8.205,2024
Coal,new,Moderate,2046,8.182,2024
Coal,new,Moderate,2037,8.182,2024
Coal,new,Moderate,2043,8.182,2024
Coal,new,Moderate,2044,8.182,2024
Coal,new,Moderate,2045,8.182,2024
Coal,new,Moderate,2038,8.182,2024
Coal,new,Moderate,2039,8.182,2024
Coal,new,Moderate,2047,8.182,2024
Coal,new,Moderate,2035,8.182,2024
Coal,new,Moderate,2048,8.182,2024
Coal,new,Moderate,2049,8.182,2024
Coal,new,Moderate,2050,8.182,2024
Coal,new,Moderate,2040,8.182,2024
Coal,new,Moderate,2041,8.182,2024
Coal,new,Moderate,2042,8.182,2024
Coal,new,Moderate,2034,8.182,2024
Coal,new,Moderate,2036,8.182,2024
Coal,new,Advanced,2029,8.158,2024
Coal,new,Advanced,2030,8.111,2024
Coal,new,Advanced,2031,8.063,2024
Coal,new,Advanced,2032,8.016,2024
Coal,new,Advanced,2033,7.921,2024
Coal,new,Advanced,2049,7.874,2024
Coal,new,Advanced,2048,7.874,2024
Coal,new,Advanced,2050,7.874,2024
Coal,new,Advanced,2046,7.874,2024
Coal,new,Advanced,2047,7.874,2024
Coal,new,Advanced,2045,7.874,2024
Coal,new,Advanced,2044,7.874,2024
Coal,new,Advanced,2035,7.874,2024
Coal,new,Advanced,2043,7.874,2024
Coal,new,Advanced,2042,7.874,2024
Coal,new,Advanced,2041,7.874,2024
Coal,new,Advanced,2040,7.874,2024
Coal,new,Advanced,2039,7.874,2024
Coal,new,Advanced,2038,7.874,2024
Coal,new,Advanced,2037,7.874,2024
Coal,new,Advanced,2036,7.874,2024
Coal,new,Advanced,2034,7.874,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2038,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2037,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2025,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2026,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2027,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2028,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2029,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2030,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2031,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2032,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2033,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2034,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2035,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2036,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2023,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2039,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2040,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2041,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2042,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2043,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2044,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2045,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2046,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2047,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2048,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2049,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2050,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2022,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2024,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Conservative,2022,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2022,7.27,2024
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2023,7.261,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2022,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Advanced,2022,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2029,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2023,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2035,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2048,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2046,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2045,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2044,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2043,7.26,2024
NaturalGas,2-on-1 Combined Cycle (F-Frame) 97% CCS,Conservative,2042,7.26,2024
