technology,tech_detail,cost_case,basis_year,heat_rate,data_year
NaturalGas,F-Frame CC 97% CCS,Advanced,2024,7.142,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2026,7.142,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2050,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2042,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2043,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2044,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2045,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2046,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2047,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2048,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2049,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2036,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2041,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2040,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2039,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2038,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2035,7.141,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Moderate,2037,7.141,2023
NaturalGas,F-Frame CC 95% CCS,Moderate,2025,7.134,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2031,7.134,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2029,7.131,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2027,7.125,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2032,7.125,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2033,7.116,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2027,7.113,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2030,7.111,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2034,7.106,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2028,7.106,2023
NaturalGas,F-Frame CC 95% CCS,Advanced,2024,7.105,2023
NaturalGas,F-Frame CC 95% CCS,Moderate,2026,7.105,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2046,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2047,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2048,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2045,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2044,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2043,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2042,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2050,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2049,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2037,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2041,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2036,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2038,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2039,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2035,7.097,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Moderate,2040,7.097,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2031,7.092,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2029,7.088,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2028,7.083,2023
NaturalGas,F-Frame CC 97% CCS,Advanced,2025,7.083,2023
NaturalGas,F-Frame CC 95% CCS,Moderate,2027,7.076,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2032,7.072,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2030,7.069,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2029,7.054,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2033,7.052,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2046,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2040,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2038,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2048,7.051,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2031,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2039,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2041,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2036,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2042,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2022,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2043,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2044,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2021,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2047,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2037,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2035,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2021,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2029,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2022,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2023,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2024,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2025,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2026,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2027,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2028,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2030,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2034,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2049,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2050,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2021,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2031,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2032,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2022,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2033,7.051,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Conservative,2045,7.051,2023
NaturalGas,F-Frame CC 95% CCS,Advanced,2025,7.048,2023
NaturalGas,F-Frame CC 95% CCS,Moderate,2028,7.048,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2047,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2038,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2033,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2034,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2035,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2036,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2037,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2041,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2039,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2040,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2031,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2042,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2043,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2044,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2032,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2029,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2030,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2046,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2049,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2050,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Moderate,2021,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Moderate,2022,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Advanced,2021,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Advanced,2022,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2021,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2022,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2023,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2024,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2025,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2026,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2027,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2028,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2045,7.045,2023
NaturalGas,H-Frame CC 97% CCS,Conservative,2048,7.045,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2023,7.041,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2024,7.032,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2032,7.032,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2023,7.032,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2034,7.032,2023
NaturalGas,F-Frame CC 97% CCS,Advanced,2026,7.025,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2030,7.025,2023
NaturalGas,H-Frame CC 97% CCS,Moderate,2023,7.024,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2025,7.022,2023
NaturalGas,F-Frame CC 95% CCS,Moderate,2029,7.019,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2033,7.013,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2038,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2041,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2044,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2037,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2036,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2039,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2042,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2045,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2035,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2040,7.012,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2026,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2047,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2050,7.012,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2024,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2046,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2043,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2048,7.012,2023
NaturalGas_Retrofits,F-Frame CC 95%-CCS,Advanced,2049,7.012,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2030,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2035,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2034,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2033,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2032,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2031,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2042,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2026,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2029,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2028,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2027,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2040,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2025,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2024,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2043,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2044,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2045,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2041,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2038,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2039,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2037,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Advanced,2021,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Advanced,2022,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2049,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2048,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2047,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2050,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Moderate,2021,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Moderate,2022,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2046,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2036,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2021,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2023,7.007,2023
NaturalGas,H-Frame CC 95% CCS,Conservative,2022,7.007,2023
NaturalGas,H-Frame CC 97% CCS,Advanced,2023,7.003,2023
NaturalGas,H-Frame CC 97% CCS,Moderate,2024,7.003,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2027,7.003,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2022,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2043,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2048,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2049,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2038,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2039,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2047,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2021,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2022,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2050,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2021,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2021,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2029,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2022,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2023,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2024,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2025,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2026,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2027,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2028,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2042,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2046,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2041,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2037,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2044,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2045,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2034,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2033,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2032,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2031,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2040,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2036,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2030,7.001,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Conservative,2035,7.001,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2031,6.995,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2034,6.995,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2025,6.993,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2028,6.993,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2023,6.992,2023
NaturalGas,F-Frame CC 95% CCS,Moderate,2030,6.99,2023
NaturalGas,F-Frame CC 95% CCS,Advanced,2026,6.99,2023
NaturalGas,H-Frame CC 95% CCS,Moderate,2023,6.986,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2024,6.983,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2023,6.983,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2029,6.983,2023
NaturalGas,H-Frame CC 97% CCS,Moderate,2025,6.982,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2035,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2047,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2046,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2040,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2039,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2036,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2037,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2038,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2041,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2045,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2050,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2049,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2048,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2044,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2043,6.976,2023
NaturalGas_Retrofits,F-Frame CC 90%-CCS,Advanced,2042,6.976,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2026,6.974,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2025,6.974,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2030,6.974,2023
NaturalGas,H-Frame CC 95% CCS,Advanced,2023,6.966,2023
NaturalGas,F-Frame CC 97% CCS,Advanced,2027,6.966,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2032,6.966,2023
NaturalGas,H-Frame CC 95% CCS,Moderate,2024,6.966,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2026,6.965,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2024,6.965,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2031,6.964,2023
NaturalGas,H-Frame CC 97% CCS,Moderate,2026,6.961,2023
NaturalGas,H-Frame CC 97% CCS,Advanced,2024,6.961,2023
NaturalGas,F-Frame CC 95% CCS,Moderate,2031,6.961,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2027,6.956,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2027,6.954,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2032,6.954,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2028,6.947,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2025,6.947,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2033,6.945,2023
NaturalGas,H-Frame CC 95% CCS,Moderate,2025,6.945,2023
NaturalGas,H-Frame CC 97% CCS,Moderate,2027,6.939,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2029,6.938,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2033,6.937,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2034,6.935,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2028,6.935,2023
NaturalGas,F-Frame CC 95% CCS,Advanced,2027,6.933,2023
NaturalGas,F-Frame CC 95% CCS,Moderate,2032,6.933,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2026,6.929,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2030,6.929,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2045,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2035,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2036,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2046,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2038,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2039,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2040,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2041,6.925,2023
NaturalGas,H-Frame CC 95% CCS,Moderate,2026,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2044,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2037,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2047,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2043,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2048,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2049,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2050,6.925,2023
NaturalGas,H-Frame CC 95% CCS,Advanced,2024,6.925,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Moderate,2042,6.925,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2031,6.92,2023
NaturalGas,H-Frame CC 97% CCS,Advanced,2025,6.918,2023
NaturalGas,H-Frame CC 97% CCS,Moderate,2028,6.918,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2029,6.916,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2032,6.911,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2027,6.911,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2034,6.907,2023
NaturalGas,F-Frame CC 97% CCS,Advanced,2028,6.907,2023
NaturalGas,F-Frame CC 95% CCS,Moderate,2033,6.904,2023
NaturalGas,H-Frame CC 95% CCS,Moderate,2027,6.904,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2033,6.902,2023
NaturalGas,H-Frame CC 97% CCS,Moderate,2029,6.897,2023
NaturalGas_Retrofits,H-Frame CC 95%-CCS,Advanced,2030,6.897,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2034,6.893,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Advanced,2028,6.893,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2035,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2045,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2049,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2048,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2036,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2047,6.884,2023
NaturalGas,H-Frame CC 95% CCS,Advanced,2025,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2037,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2039,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2044,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2043,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2038,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2041,6.884,2023
NaturalGas,H-Frame CC 95% CCS,Moderate,2028,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2040,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2042,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2046,6.884,2023
NaturalGas_Retrofits,H-Frame CC 90%-CCS,Moderate,2050,6.884,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2044,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2041,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2039,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2042,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2040,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2043,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2045,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2038,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2037,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2036,6.878,2023
NaturalGas,F-Frame CC 97% CCS,Moderate,2035,6.878,2023
