year,price,data_year,scenario,fuel,region,dollar_year
2045,0.751871,2025,no_111d,uranium,p133,2024
2046,0.751806,2025,no_111d,uranium,p133,2024
2047,0.75173,2025,no_111d,uranium,p133,2024
2048,0.751665,2025,no_111d,uranium,p133,2024
2049,0.751599,2025,no_111d,uranium,p133,2024
2050,0.751523,2025,no_111d,uranium,p133,2024
2024,0.753328,2025,reference,uranium,p133,2024
2025,0.753262,2025,reference,uranium,p133,2024
2026,0.753186,2025,reference,uranium,p133,2024
2027,0.753121,2025,reference,uranium,p133,2024
2028,0.753056,2025,reference,uranium,p133,2024
2029,0.75298,2025,reference,uranium,p133,2024
2030,0.752914,2025,reference,uranium,p133,2024
2031,0.752838,2025,reference,uranium,p133,2024
2032,0.752773,2025,reference,uranium,p133,2024
2033,0.752708,2025,reference,uranium,p133,2024
2034,0.752632,2025,reference,uranium,p133,2024
2035,0.752567,2025,reference,uranium,p133,2024
2036,0.752491,2025,reference,uranium,p133,2024
2037,0.752425,2025,reference,uranium,p133,2024
2038,0.75236,2025,reference,uranium,p133,2024
2039,0.752284,2025,reference,uranium,p133,2024
2040,0.752219,2025,reference,uranium,p133,2024
2041,0.752154,2025,reference,uranium,p133,2024
2042,0.752078,2025,reference,uranium,p133,2024
2043,0.752012,2025,reference,uranium,p133,2024
2044,0.751936,2025,reference,uranium,p133,2024
2045,0.751871,2025,reference,uranium,p133,2024
2046,0.751806,2025,reference,uranium,p133,2024
2047,0.75173,2025,reference,uranium,p133,2024
2048,0.751665,2025,reference,uranium,p133,2024
2049,0.751599,2025,reference,uranium,p133,2024
2050,0.751523,2025,reference,uranium,p133,2024
2024,0.0,2025,no_111d,coal,p134,2024
2025,0.0,2025,no_111d,coal,p134,2024
2026,7.54974,2025,no_111d,coal,p134,2024
2027,0.0,2025,no_111d,coal,p134,2024
2028,0.0,2025,no_111d,coal,p134,2024
2029,0.0,2025,no_111d,coal,p134,2024
2030,0.0,2025,no_111d,coal,p134,2024
2031,0.0,2025,no_111d,coal,p134,2024
2032,0.0,2025,no_111d,coal,p134,2024
2033,0.0,2025,no_111d,coal,p134,2024
2034,0.0,2025,no_111d,coal,p134,2024
2035,0.0,2025,no_111d,coal,p134,2024
2036,0.0,2025,no_111d,coal,p134,2024
2037,0.0,2025,no_111d,coal,p134,2024
2038,0.0,2025,no_111d,coal,p134,2024
2039,0.0,2025,no_111d,coal,p134,2024
2040,0.0,2025,no_111d,coal,p134,2024
2041,0.0,2025,no_111d,coal,p134,2024
2042,0.0,2025,no_111d,coal,p134,2024
2043,0.0,2025,no_111d,coal,p134,2024
2044,0.0,2025,no_111d,coal,p134,2024
2045,0.0,2025,no_111d,coal,p134,2024
2046,0.0,2025,no_111d,coal,p134,2024
2047,0.0,2025,no_111d,coal,p134,2024
2048,0.0,2025,no_111d,coal,p134,2024
2049,0.0,2025,no_111d,coal,p134,2024
2050,0.0,2025,no_111d,coal,p134,2024
2024,0.0,2025,reference,coal,p134,2024
2025,0.0,2025,reference,coal,p134,2024
2026,0.500079,2025,reference,coal,p134,2024
2027,0.0,2025,reference,coal,p134,2024
2028,0.0,2025,reference,coal,p134,2024
2029,0.0,2025,reference,coal,p134,2024
2030,0.0,2025,reference,coal,p134,2024
2031,0.0,2025,reference,coal,p134,2024
2032,0.0,2025,reference,coal,p134,2024
2033,0.0,2025,reference,coal,p134,2024
2034,0.0,2025,reference,coal,p134,2024
2035,0.0,2025,reference,coal,p134,2024
2036,0.0,2025,reference,coal,p134,2024
2037,0.0,2025,reference,coal,p134,2024
2038,0.0,2025,reference,coal,p134,2024
2039,0.0,2025,reference,coal,p134,2024
2040,0.0,2025,reference,coal,p134,2024
2041,0.0,2025,reference,coal,p134,2024
2042,0.0,2025,reference,coal,p134,2024
2043,0.0,2025,reference,coal,p134,2024
2044,0.0,2025,reference,coal,p134,2024
2045,0.0,2025,reference,coal,p134,2024
2046,0.0,2025,reference,coal,p134,2024
2047,0.0,2025,reference,coal,p134,2024
2048,0.0,2025,reference,coal,p134,2024
2049,0.0,2025,reference,coal,p134,2024
2050,0.0,2025,reference,coal,p134,2024
2024,24.771,2025,low_price,distillate,p134,2024
2025,21.8242,2025,low_price,distillate,p134,2024
2026,19.1353,2025,low_price,distillate,p134,2024
2027,17.6216,2025,low_price,distillate,p134,2024
2028,16.3345,2025,low_price,distillate,p134,2024
2029,14.7204,2025,low_price,distillate,p134,2024
2030,13.1902,2025,low_price,distillate,p134,2024
2031,13.2052,2025,low_price,distillate,p134,2024
2032,13.2117,2025,low_price,distillate,p134,2024
2033,13.2908,2025,low_price,distillate,p134,2024
2034,13.2968,2025,low_price,distillate,p134,2024
2035,13.3831,2025,low_price,distillate,p134,2024
2036,13.4823,2025,low_price,distillate,p134,2024
2037,13.4791,2025,low_price,distillate,p134,2024
2038,13.5964,2025,low_price,distillate,p134,2024
2039,13.7113,2025,low_price,distillate,p134,2024
2040,13.7333,2025,low_price,distillate,p134,2024
2041,13.735,2025,low_price,distillate,p134,2024
2042,13.7485,2025,low_price,distillate,p134,2024
2043,13.7283,2025,low_price,distillate,p134,2024
2044,13.8023,2025,low_price,distillate,p134,2024
2045,13.851,2025,low_price,distillate,p134,2024
2046,14.1456,2025,low_price,distillate,p134,2024
2047,14.1628,2025,low_price,distillate,p134,2024
2048,14.3775,2025,low_price,distillate,p134,2024
2049,14.3984,2025,low_price,distillate,p134,2024
2050,14.7286,2025,low_price,distillate,p134,2024
2024,13.6823,2025,no_111d,distillate,p134,2024
2024,14.4105,2025,no_111d,distillate,p134,2024
2024,24.771,2025,no_111d,distillate,p134,2024
2025,14.367,2025,no_111d,distillate,p134,2024
2025,11.2553,2025,no_111d,distillate,p134,2024
2025,23.3818,2025,no_111d,distillate,p134,2024
2026,15.5247,2025,no_111d,distillate,p134,2024
2026,10.9695,2025,no_111d,distillate,p134,2024
2026,22.1752,2025,no_111d,distillate,p134,2024
2027,15.1728,2025,no_111d,distillate,p134,2024
2027,11.2794,2025,no_111d,distillate,p134,2024
2027,21.6225,2025,no_111d,distillate,p134,2024
2028,14.8683,2025,no_111d,distillate,p134,2024
2028,11.6682,2025,no_111d,distillate,p134,2024
2028,21.247,2025,no_111d,distillate,p134,2024
2029,11.7075,2025,no_111d,distillate,p134,2024
2029,12.1312,2025,no_111d,distillate,p134,2024
2029,20.9068,2025,no_111d,distillate,p134,2024
2030,14.1971,2025,no_111d,distillate,p134,2024
2030,12.6258,2025,no_111d,distillate,p134,2024
2030,20.5973,2025,no_111d,distillate,p134,2024
2031,13.4596,2025,no_111d,distillate,p134,2024
2031,12.7024,2025,no_111d,distillate,p134,2024
2031,20.6745,2025,no_111d,distillate,p134,2024
2032,13.2308,2025,no_111d,distillate,p134,2024
2032,12.6934,2025,no_111d,distillate,p134,2024
2032,20.6185,2025,no_111d,distillate,p134,2024
2033,14.1041,2025,no_111d,distillate,p134,2024
2033,12.9411,2025,no_111d,distillate,p134,2024
2033,20.9064,2025,no_111d,distillate,p134,2024
2034,14.3047,2025,no_111d,distillate,p134,2024
2034,13.0798,2025,no_111d,distillate,p134,2024
2034,21.0493,2025,no_111d,distillate,p134,2024
2035,14.576,2025,no_111d,distillate,p134,2024
2035,13.2962,2025,no_111d,distillate,p134,2024
2035,21.2758,2025,no_111d,distillate,p134,2024
2036,14.4606,2025,no_111d,distillate,p134,2024
2036,13.2983,2025,no_111d,distillate,p134,2024
2036,21.2409,2025,no_111d,distillate,p134,2024
2037,14.5268,2025,no_111d,distillate,p134,2024
2037,13.3836,2025,no_111d,distillate,p134,2024
2037,21.3606,2025,no_111d,distillate,p134,2024
2038,14.3833,2025,no_111d,distillate,p134,2024
2038,13.4525,2025,no_111d,distillate,p134,2024
2038,21.4886,2025,no_111d,distillate,p134,2024
2039,14.425,2025,no_111d,distillate,p134,2024
2039,13.5369,2025,no_111d,distillate,p134,2024
2039,21.6308,2025,no_111d,distillate,p134,2024
2040,14.3017,2025,no_111d,distillate,p134,2024
2040,13.5702,2025,no_111d,distillate,p134,2024
2040,21.767,2025,no_111d,distillate,p134,2024
2041,14.4944,2025,no_111d,distillate,p134,2024
2041,13.7169,2025,no_111d,distillate,p134,2024
2041,22.0741,2025,no_111d,distillate,p134,2024
2042,14.5093,2025,no_111d,distillate,p134,2024
2042,13.9051,2025,no_111d,distillate,p134,2024
2042,22.2361,2025,no_111d,distillate,p134,2024
2043,14.5131,2025,no_111d,distillate,p134,2024
2043,13.8524,2025,no_111d,distillate,p134,2024
2043,22.13,2025,no_111d,distillate,p134,2024
2044,14.32,2025,no_111d,distillate,p134,2024
2044,13.9746,2025,no_111d,distillate,p134,2024
2044,22.7005,2025,no_111d,distillate,p134,2024
2045,14.1282,2025,no_111d,distillate,p134,2024
2045,13.7403,2025,no_111d,distillate,p134,2024
2045,22.9449,2025,no_111d,distillate,p134,2024
2046,14.1859,2025,no_111d,distillate,p134,2024
2046,14.1173,2025,no_111d,distillate,p134,2024
2046,23.3681,2025,no_111d,distillate,p134,2024
2047,14.1356,2025,no_111d,distillate,p134,2024
2047,14.1093,2025,no_111d,distillate,p134,2024
2047,23.3508,2025,no_111d,distillate,p134,2024
2048,14.1034,2025,no_111d,distillate,p134,2024
2048,14.3149,2025,no_111d,distillate,p134,2024
2048,23.2095,2025,no_111d,distillate,p134,2024
2049,14.2667,2025,no_111d,distillate,p134,2024
2049,14.5146,2025,no_111d,distillate,p134,2024
2049,23.6132,2025,no_111d,distillate,p134,2024
2050,14.2001,2025,no_111d,distillate,p134,2024
2050,14.8164,2025,no_111d,distillate,p134,2024
2050,23.6794,2025,no_111d,distillate,p134,2024
2024,24.771,2025,reference,distillate,p134,2024
2024,14.4105,2025,reference,distillate,p134,2024
2024,13.6834,2025,reference,distillate,p134,2024
2025,23.3818,2025,reference,distillate,p134,2024
2025,11.2553,2025,reference,distillate,p134,2024
2025,14.3595,2025,reference,distillate,p134,2024
2026,22.1075,2025,reference,distillate,p134,2024
2026,10.9287,2025,reference,distillate,p134,2024
2026,14.5244,2025,reference,distillate,p134,2024
2027,21.5674,2025,reference,distillate,p134,2024
2027,11.2467,2025,reference,distillate,p134,2024
2027,13.8431,2025,reference,distillate,p134,2024
2028,21.1901,2025,reference,distillate,p134,2024
2028,11.6261,2025,reference,distillate,p134,2024
2028,13.4199,2025,reference,distillate,p134,2024
2029,20.8244,2025,reference,distillate,p134,2024
2029,12.0576,2025,reference,distillate,p134,2024
2029,13.3244,2025,reference,distillate,p134,2024
2030,20.5215,2025,reference,distillate,p134,2024
2030,12.5631,2025,reference,distillate,p134,2024
2030,13.133,2025,reference,distillate,p134,2024
2031,20.588,2025,reference,distillate,p134,2024
2031,12.6391,2025,reference,distillate,p134,2024
2031,12.3915,2025,reference,distillate,p134,2024
2032,20.4842,2025,reference,distillate,p134,2024
2032,12.619,2025,reference,distillate,p134,2024
2032,12.7314,2025,reference,distillate,p134,2024
2033,20.7859,2025,reference,distillate,p134,2024
2033,12.8649,2025,reference,distillate,p134,2024
2033,14.2479,2025,reference,distillate,p134,2024
2034,20.9145,2025,reference,distillate,p134,2024
2034,12.9857,2025,reference,distillate,p134,2024
2034,14.4728,2025,reference,distillate,p134,2024
2035,21.0453,2025,reference,distillate,p134,2024
2035,13.1334,2025,reference,distillate,p134,2024
2035,14.5442,2025,reference,distillate,p134,2024
2036,21.0684,2025,reference,distillate,p134,2024
2036,13.1885,2025,reference,distillate,p134,2024
2036,14.5534,2025,reference,distillate,p134,2024
2037,21.2026,2025,reference,distillate,p134,2024
2037,13.2547,2025,reference,distillate,p134,2024
2037,14.3849,2025,reference,distillate,p134,2024
2038,21.3628,2025,reference,distillate,p134,2024
2038,13.387,2025,reference,distillate,p134,2024
2038,14.1687,2025,reference,distillate,p134,2024
2039,21.4701,2025,reference,distillate,p134,2024
2039,13.4279,2025,reference,distillate,p134,2024
2039,14.0511,2025,reference,distillate,p134,2024
2040,21.6316,2025,reference,distillate,p134,2024
2040,13.4913,2025,reference,distillate,p134,2024
2040,14.0229,2025,reference,distillate,p134,2024
2041,21.9183,2025,reference,distillate,p134,2024
2041,13.5219,2025,reference,distillate,p134,2024
2041,14.2824,2025,reference,distillate,p134,2024
2042,22.0028,2025,reference,distillate,p134,2024
2042,13.7644,2025,reference,distillate,p134,2024
2042,14.3608,2025,reference,distillate,p134,2024
2043,22.3051,2025,reference,distillate,p134,2024
2043,13.7473,2025,reference,distillate,p134,2024
2043,14.4577,2025,reference,distillate,p134,2024
2044,22.5141,2025,reference,distillate,p134,2024
2044,13.5899,2025,reference,distillate,p134,2024
2044,14.2609,2025,reference,distillate,p134,2024
2045,22.5922,2025,reference,distillate,p134,2024
2045,13.6587,2025,reference,distillate,p134,2024
2045,14.0317,2025,reference,distillate,p134,2024
2046,22.8395,2025,reference,distillate,p134,2024
2046,13.9227,2025,reference,distillate,p134,2024
2046,14.0974,2025,reference,distillate,p134,2024
2047,23.3734,2025,reference,distillate,p134,2024
2047,14.4007,2025,reference,distillate,p134,2024
2047,14.1245,2025,reference,distillate,p134,2024
2048,23.383,2025,reference,distillate,p134,2024
2048,14.418,2025,reference,distillate,p134,2024
2048,14.059,2025,reference,distillate,p134,2024
2049,23.4333,2025,reference,distillate,p134,2024
2049,14.4883,2025,reference,distillate,p134,2024
2049,14.1687,2025,reference,distillate,p134,2024
2050,23.5214,2025,reference,distillate,p134,2024
2050,14.8024,2025,reference,distillate,p134,2024
2050,14.1024,2025,reference,distillate,p134,2024
2024,3.91047,2025,no_111d,naturalgas,p134,2024
2025,3.94976,2025,no_111d,naturalgas,p134,2024
2026,3.82167,2025,no_111d,naturalgas,p134,2024
2027,3.4385,2025,no_111d,naturalgas,p134,2024
2028,3.22143,2025,no_111d,naturalgas,p134,2024
2029,3.17745,2025,no_111d,naturalgas,p134,2024
2030,3.07538,2025,no_111d,naturalgas,p134,2024
2031,3.26093,2025,no_111d,naturalgas,p134,2024
2032,3.41518,2025,no_111d,naturalgas,p134,2024
2033,3.66207,2025,no_111d,naturalgas,p134,2024
2034,3.86594,2025,no_111d,naturalgas,p134,2024
2035,3.99186,2025,no_111d,naturalgas,p134,2024
2036,4.06177,2025,no_111d,naturalgas,p134,2024
2037,4.06781,2025,no_111d,naturalgas,p134,2024
2038,3.99721,2025,no_111d,naturalgas,p134,2024
2039,4.03657,2025,no_111d,naturalgas,p134,2024
2040,3.97737,2025,no_111d,naturalgas,p134,2024
2041,3.91972,2025,no_111d,naturalgas,p134,2024
2042,3.98829,2025,no_111d,naturalgas,p134,2024
2043,4.12309,2025,no_111d,naturalgas,p134,2024
2044,3.89706,2025,no_111d,naturalgas,p134,2024
2045,3.78946,2025,no_111d,naturalgas,p134,2024
2046,3.78621,2025,no_111d,naturalgas,p134,2024
2047,3.78889,2025,no_111d,naturalgas,p134,2024
2048,3.69209,2025,no_111d,naturalgas,p134,2024
2049,3.85257,2025,no_111d,naturalgas,p134,2024
2050,3.83164,2025,no_111d,naturalgas,p134,2024
2024,3.91474,2025,reference,naturalgas,p134,2024
2025,3.94592,2025,reference,naturalgas,p134,2024
2026,3.81911,2025,reference,naturalgas,p134,2024
2027,3.43536,2025,reference,naturalgas,p134,2024
2028,3.24075,2025,reference,naturalgas,p134,2024
2029,3.22981,2025,reference,naturalgas,p134,2024
2030,3.12928,2025,reference,naturalgas,p134,2024
2031,3.32613,2025,reference,naturalgas,p134,2024
2032,3.7791,2025,reference,naturalgas,p134,2024
2033,4.07123,2025,reference,naturalgas,p134,2024
2034,4.16897,2025,reference,naturalgas,p134,2024
2035,4.19944,2025,reference,naturalgas,p134,2024
2036,4.26584,2025,reference,naturalgas,p134,2024
2037,4.12032,2025,reference,naturalgas,p134,2024
2038,3.99361,2025,reference,naturalgas,p134,2024
2039,3.81672,2025,reference,naturalgas,p134,2024
2040,3.87251,2025,reference,naturalgas,p134,2024
2041,3.96669,2025,reference,naturalgas,p134,2024
2042,4.09113,2025,reference,naturalgas,p134,2024
2043,4.16993,2025,reference,naturalgas,p134,2024
2044,4.08712,2025,reference,naturalgas,p134,2024
2045,3.89192,2025,reference,naturalgas,p134,2024
2046,3.90263,2025,reference,naturalgas,p134,2024
2047,3.94597,2025,reference,naturalgas,p134,2024
2048,3.7876,2025,reference,naturalgas,p134,2024
2049,3.87089,2025,reference,naturalgas,p134,2024
2050,3.78804,2025,reference,naturalgas,p134,2024
2024,0.753328,2025,no_111d,uranium,p134,2024
2025,0.753262,2025,no_111d,uranium,p134,2024
2026,0.753186,2025,no_111d,uranium,p134,2024
2027,0.753121,2025,no_111d,uranium,p134,2024
2028,0.753056,2025,no_111d,uranium,p134,2024
2029,0.75298,2025,no_111d,uranium,p134,2024
2030,0.752914,2025,no_111d,uranium,p134,2024
2031,0.752838,2025,no_111d,uranium,p134,2024
2032,0.752773,2025,no_111d,uranium,p134,2024
2033,0.752708,2025,no_111d,uranium,p134,2024
2034,0.752632,2025,no_111d,uranium,p134,2024
2035,0.752567,2025,no_111d,uranium,p134,2024
2036,0.752491,2025,no_111d,uranium,p134,2024
2037,0.752425,2025,no_111d,uranium,p134,2024
2038,0.75236,2025,no_111d,uranium,p134,2024
2039,0.752284,2025,no_111d,uranium,p134,2024
2040,0.752219,2025,no_111d,uranium,p134,2024
2041,0.752154,2025,no_111d,uranium,p134,2024
2042,0.752078,2025,no_111d,uranium,p134,2024
2043,0.752012,2025,no_111d,uranium,p134,2024
2044,0.751936,2025,no_111d,uranium,p134,2024
2045,0.751871,2025,no_111d,uranium,p134,2024
2046,0.751806,2025,no_111d,uranium,p134,2024
2047,0.75173,2025,no_111d,uranium,p134,2024
2048,0.751665,2025,no_111d,uranium,p134,2024
2049,0.751599,2025,no_111d,uranium,p134,2024
2050,0.751523,2025,no_111d,uranium,p134,2024
2024,0.753328,2025,reference,uranium,p134,2024
2025,0.753262,2025,reference,uranium,p134,2024
2026,0.753186,2025,reference,uranium,p134,2024
2027,0.753121,2025,reference,uranium,p134,2024
2028,0.753056,2025,reference,uranium,p134,2024
2029,0.75298,2025,reference,uranium,p134,2024
2030,0.752914,2025,reference,uranium,p134,2024
2031,0.752838,2025,reference,uranium,p134,2024
2032,0.752773,2025,reference,uranium,p134,2024
2033,0.752708,2025,reference,uranium,p134,2024
2034,0.752632,2025,reference,uranium,p134,2024
2035,0.752567,2025,reference,uranium,p134,2024
2036,0.752491,2025,reference,uranium,p134,2024
2037,0.752425,2025,reference,uranium,p134,2024
2038,0.75236,2025,reference,uranium,p134,2024
2039,0.752284,2025,reference,uranium,p134,2024
2040,0.752219,2025,reference,uranium,p134,2024
2041,0.752154,2025,reference,uranium,p134,2024
2042,0.752078,2025,reference,uranium,p134,2024
2043,0.752012,2025,reference,uranium,p134,2024
2044,0.751936,2025,reference,uranium,p134,2024
2045,0.751871,2025,reference,uranium,p134,2024
2046,0.751806,2025,reference,uranium,p134,2024
2047,0.75173,2025,reference,uranium,p134,2024
2048,0.751665,2025,reference,uranium,p134,2024
2049,0.751599,2025,reference,uranium,p134,2024
2050,0.751523,2025,reference,uranium,p134,2024
2024,2.03693,2025,no_111d,coal,p14,2024
2025,2.02431,2025,no_111d,coal,p14,2024
2026,1.88114,2025,no_111d,coal,p14,2024
2027,1.86697,2025,no_111d,coal,p14,2024
2028,1.71782,2025,no_111d,coal,p14,2024
2029,1.77005,2025,no_111d,coal,p14,2024
2030,1.58969,2025,no_111d,coal,p14,2024
2031,1.66124,2025,no_111d,coal,p14,2024
2032,1.64566,2025,no_111d,coal,p14,2024
2033,1.6382,2025,no_111d,coal,p14,2024
2034,1.69569,2025,no_111d,coal,p14,2024
2035,1.70386,2025,no_111d,coal,p14,2024
2036,1.70407,2025,no_111d,coal,p14,2024
2037,1.72875,2025,no_111d,coal,p14,2024
2038,1.71118,2025,no_111d,coal,p14,2024
2039,1.69806,2025,no_111d,coal,p14,2024
2040,1.71262,2025,no_111d,coal,p14,2024
2041,1.71253,2025,no_111d,coal,p14,2024
2042,1.7093,2025,no_111d,coal,p14,2024
2043,1.71332,2025,no_111d,coal,p14,2024
2044,1.70093,2025,no_111d,coal,p14,2024
2045,1.71833,2025,no_111d,coal,p14,2024
2046,1.73704,2025,no_111d,coal,p14,2024
2047,1.72992,2025,no_111d,coal,p14,2024
2048,1.7309,2025,no_111d,coal,p14,2024
2049,1.73544,2025,no_111d,coal,p14,2024
2050,1.74167,2025,no_111d,coal,p14,2024
2024,2.04437,2025,reference,coal,p14,2024
2025,2.02202,2025,reference,coal,p14,2024
2026,1.87598,2025,reference,coal,p14,2024
2027,1.84684,2025,reference,coal,p14,2024
2028,1.72039,2025,reference,coal,p14,2024
2029,1.76234,2025,reference,coal,p14,2024
2030,1.83224,2025,reference,coal,p14,2024
2031,1.85806,2025,reference,coal,p14,2024
2032,1.41782,2025,reference,coal,p14,2024
2033,1.3969,2025,reference,coal,p14,2024
2034,1.4165,2025,reference,coal,p14,2024
2035,1.44168,2025,reference,coal,p14,2024
2036,1.44275,2025,reference,coal,p14,2024
2037,1.44518,2025,reference,coal,p14,2024
2038,1.42076,2025,reference,coal,p14,2024
2039,0.0,2025,reference,coal,p14,2024
2040,0.0,2025,reference,coal,p14,2024
2041,0.0,2025,reference,coal,p14,2024
2042,0.0,2025,reference,coal,p14,2024
2043,0.0,2025,reference,coal,p14,2024
2044,0.0,2025,reference,coal,p14,2024
2045,0.0,2025,reference,coal,p14,2024
2046,0.0,2025,reference,coal,p14,2024
2047,0.0,2025,reference,coal,p14,2024
2048,0.0,2025,reference,coal,p14,2024
2049,0.0,2025,reference,coal,p14,2024
2050,0.0,2025,reference,coal,p14,2024
2024,12.1265,2025,no_111d,distillate,p14,2024
2024,28.2795,2025,no_111d,distillate,p14,2024
2024,9.81903,2025,no_111d,distillate,p14,2024
2025,10.1015,2025,no_111d,distillate,p14,2024
2025,26.7725,2025,no_111d,distillate,p14,2024
2025,10.8468,2025,no_111d,distillate,p14,2024
2026,10.0464,2025,no_111d,distillate,p14,2024
2026,25.6377,2025,no_111d,distillate,p14,2024
2026,10.6617,2025,no_111d,distillate,p14,2024
2027,10.7084,2025,no_111d,distillate,p14,2024
2027,25.1295,2025,no_111d,distillate,p14,2024
2027,10.4988,2025,no_111d,distillate,p14,2024
2028,11.329,2025,no_111d,distillate,p14,2024
2028,24.8528,2025,no_111d,distillate,p14,2024
2028,10.6427,2025,no_111d,distillate,p14,2024
2029,12.0434,2025,no_111d,distillate,p14,2024
2029,24.598,2025,no_111d,distillate,p14,2024
2029,10.8191,2025,no_111d,distillate,p14,2024
2030,12.7299,2025,no_111d,distillate,p14,2024
2030,24.3521,2025,no_111d,distillate,p14,2024
2030,11.0866,2025,no_111d,distillate,p14,2024
2031,12.875,2025,no_111d,distillate,p14,2024
2031,24.3646,2025,no_111d,distillate,p14,2024
2031,11.3221,2025,no_111d,distillate,p14,2024
2032,12.7413,2025,no_111d,distillate,p14,2024
2032,24.1696,2025,no_111d,distillate,p14,2024
2032,11.721,2025,no_111d,distillate,p14,2024
2033,12.9002,2025,no_111d,distillate,p14,2024
2033,24.3904,2025,no_111d,distillate,p14,2024
2033,12.3323,2025,no_111d,distillate,p14,2024
2034,13.0397,2025,no_111d,distillate,p14,2024
2034,24.4922,2025,no_111d,distillate,p14,2024
2034,12.774,2025,no_111d,distillate,p14,2024
2035,13.1081,2025,no_111d,distillate,p14,2024
2035,24.74,2025,no_111d,distillate,p14,2024
2035,13.1091,2025,no_111d,distillate,p14,2024
2036,13.1912,2025,no_111d,distillate,p14,2024
2036,24.7139,2025,no_111d,distillate,p14,2024
2036,13.1732,2025,no_111d,distillate,p14,2024
2037,13.3044,2025,no_111d,distillate,p14,2024
2037,24.8264,2025,no_111d,distillate,p14,2024
2037,13.1232,2025,no_111d,distillate,p14,2024
2038,13.4614,2025,no_111d,distillate,p14,2024
2038,24.9663,2025,no_111d,distillate,p14,2024
2038,13.0062,2025,no_111d,distillate,p14,2024
2039,13.5337,2025,no_111d,distillate,p14,2024
2039,25.1358,2025,no_111d,distillate,p14,2024
2039,12.9299,2025,no_111d,distillate,p14,2024
2040,13.632,2025,no_111d,distillate,p14,2024
2040,25.2682,2025,no_111d,distillate,p14,2024
2040,12.9873,2025,no_111d,distillate,p14,2024
2041,13.7787,2025,no_111d,distillate,p14,2024
2041,25.5908,2025,no_111d,distillate,p14,2024
2041,13.0949,2025,no_111d,distillate,p14,2024
2042,13.8986,2025,no_111d,distillate,p14,2024
2042,25.743,2025,no_111d,distillate,p14,2024
2042,13.1211,2025,no_111d,distillate,p14,2024
2043,13.8471,2025,no_111d,distillate,p14,2024
2043,25.6626,2025,no_111d,distillate,p14,2024
2043,13.1697,2025,no_111d,distillate,p14,2024
2044,14.0338,2025,no_111d,distillate,p14,2024
2044,26.1999,2025,no_111d,distillate,p14,2024
2044,13.2072,2025,no_111d,distillate,p14,2024
2045,13.8021,2025,no_111d,distillate,p14,2024
2045,26.4368,2025,no_111d,distillate,p14,2024
2045,13.2736,2025,no_111d,distillate,p14,2024
2046,14.1791,2025,no_111d,distillate,p14,2024
2046,26.8371,2025,no_111d,distillate,p14,2024
2046,14.4355,2025,no_111d,distillate,p14,2024
2047,14.1711,2025,no_111d,distillate,p14,2024
2047,26.8599,2025,no_111d,distillate,p14,2024
2047,14.4787,2025,no_111d,distillate,p14,2024
2048,14.3767,2025,no_111d,distillate,p14,2024
2048,26.7199,2025,no_111d,distillate,p14,2024
2048,14.4361,2025,no_111d,distillate,p14,2024
2049,14.5764,2025,no_111d,distillate,p14,2024
2049,27.0997,2025,no_111d,distillate,p14,2024
2049,14.486,2025,no_111d,distillate,p14,2024
2050,14.8782,2025,no_111d,distillate,p14,2024
2050,27.1636,2025,no_111d,distillate,p14,2024
2050,14.6927,2025,no_111d,distillate,p14,2024
2024,12.1265,2025,reference,distillate,p14,2024
2024,28.2795,2025,reference,distillate,p14,2024
2024,9.84862,2025,reference,distillate,p14,2024
2025,10.1015,2025,reference,distillate,p14,2024
2025,26.7725,2025,reference,distillate,p14,2024
2025,10.7598,2025,reference,distillate,p14,2024
2026,10.0057,2025,reference,distillate,p14,2024
2026,25.5479,2025,reference,distillate,p14,2024
2026,10.6011,2025,reference,distillate,p14,2024
2027,10.6796,2025,reference,distillate,p14,2024
2027,25.075,2025,reference,distillate,p14,2024
2027,10.4644,2025,reference,distillate,p14,2024
2028,11.291,2025,reference,distillate,p14,2024
2028,24.7835,2025,reference,distillate,p14,2024
2028,10.5979,2025,reference,distillate,p14,2024
2029,11.9769,2025,reference,distillate,p14,2024
2029,24.5056,2025,reference,distillate,p14,2024
2029,10.8178,2025,reference,distillate,p14,2024
2030,12.6838,2025,reference,distillate,p14,2024
2030,24.2907,2025,reference,distillate,p14,2024
2030,11.0971,2025,reference,distillate,p14,2024
2031,12.7979,2025,reference,distillate,p14,2024
2031,24.2649,2025,reference,distillate,p14,2024
2031,11.2937,2025,reference,distillate,p14,2024
2032,12.6196,2025,reference,distillate,p14,2024
2032,24.0255,2025,reference,distillate,p14,2024
2032,11.867,2025,reference,distillate,p14,2024
2033,12.7937,2025,reference,distillate,p14,2024
2033,24.2547,2025,reference,distillate,p14,2024
2033,12.4841,2025,reference,distillate,p14,2024
2034,12.9147,2025,reference,distillate,p14,2024
2034,24.342,2025,reference,distillate,p14,2024
2034,12.9138,2025,reference,distillate,p14,2024
2035,13.018,2025,reference,distillate,p14,2024
2035,24.5248,2025,reference,distillate,p14,2024
2035,13.1821,2025,reference,distillate,p14,2024
2036,13.0749,2025,reference,distillate,p14,2024
2036,24.5561,2025,reference,distillate,p14,2024
2036,13.0623,2025,reference,distillate,p14,2024
2037,13.1257,2025,reference,distillate,p14,2024
2037,24.6828,2025,reference,distillate,p14,2024
2037,12.9095,2025,reference,distillate,p14,2024
2038,13.3212,2025,reference,distillate,p14,2024
