year,price,data_year,scenario,fuel,region,dollar_year
2041,1.65491,2025,reference,coal,p1,2024
2042,1.67995,2025,reference,coal,p1,2024
2043,1.7174,2025,reference,coal,p1,2024
2044,1.73351,2025,reference,coal,p1,2024
2045,1.74824,2025,reference,coal,p1,2024
2046,1.76664,2025,reference,coal,p1,2024
2047,2.6057,2025,reference,coal,p1,2024
2048,2.60706,2025,reference,coal,p1,2024
2049,2.60481,2025,reference,coal,p1,2024
2050,2.61263,2025,reference,coal,p1,2024
2024,19.0728,2025,no_111d,distillate,p1,2024
2024,11.2702,2025,no_111d,distillate,p1,2024
2024,27.4083,2025,no_111d,distillate,p1,2024
2025,14.905,2025,no_111d,distillate,p1,2024
2025,12.1754,2025,no_111d,distillate,p1,2024
2025,25.8542,2025,no_111d,distillate,p1,2024
2026,14.8829,2025,no_111d,distillate,p1,2024
2026,11.916,2025,no_111d,distillate,p1,2024
2026,24.6533,2025,no_111d,distillate,p1,2024
2027,15.5778,2025,no_111d,distillate,p1,2024
2027,11.714,2025,no_111d,distillate,p1,2024
2027,24.0783,2025,no_111d,distillate,p1,2024
2028,16.2339,2025,no_111d,distillate,p1,2024
2028,11.8705,2025,no_111d,distillate,p1,2024
2028,23.7349,2025,no_111d,distillate,p1,2024
2029,16.9792,2025,no_111d,distillate,p1,2024
2029,12.0823,2025,no_111d,distillate,p1,2024
2029,23.4135,2025,no_111d,distillate,p1,2024
2030,17.6982,2025,no_111d,distillate,p1,2024
2030,12.415,2025,no_111d,distillate,p1,2024
2030,23.1008,2025,no_111d,distillate,p1,2024
2031,17.8433,2025,no_111d,distillate,p1,2024
2031,12.6817,2025,no_111d,distillate,p1,2024
2031,23.1131,2025,no_111d,distillate,p1,2024
2032,17.8419,2025,no_111d,distillate,p1,2024
2032,13.105,2025,no_111d,distillate,p1,2024
2032,22.9181,2025,no_111d,distillate,p1,2024
2033,18.0112,2025,no_111d,distillate,p1,2024
2033,13.47,2025,no_111d,distillate,p1,2024
2033,23.1388,2025,no_111d,distillate,p1,2024
2034,18.2168,2025,no_111d,distillate,p1,2024
2034,13.7401,2025,no_111d,distillate,p1,2024
2034,23.2405,2025,no_111d,distillate,p1,2024
2035,18.4384,2025,no_111d,distillate,p1,2024
2035,13.9318,2025,no_111d,distillate,p1,2024
2035,23.4881,2025,no_111d,distillate,p1,2024
2036,18.4658,2025,no_111d,distillate,p1,2024
2036,13.9901,2025,no_111d,distillate,p1,2024
2036,23.462,2025,no_111d,distillate,p1,2024
2037,18.5317,2025,no_111d,distillate,p1,2024
2037,13.9486,2025,no_111d,distillate,p1,2024
2037,23.5744,2025,no_111d,distillate,p1,2024
2038,18.6316,2025,no_111d,distillate,p1,2024
2038,13.8248,2025,no_111d,distillate,p1,2024
2038,23.7142,2025,no_111d,distillate,p1,2024
2039,18.7413,2025,no_111d,distillate,p1,2024
2039,13.7652,2025,no_111d,distillate,p1,2024
2039,23.8836,2025,no_111d,distillate,p1,2024
2040,18.8725,2025,no_111d,distillate,p1,2024
2040,13.9138,2025,no_111d,distillate,p1,2024
2040,24.016,2025,no_111d,distillate,p1,2024
2041,19.051,2025,no_111d,distillate,p1,2024
2041,13.9979,2025,no_111d,distillate,p1,2024
2041,24.3386,2025,no_111d,distillate,p1,2024
2042,19.136,2025,no_111d,distillate,p1,2024
2042,13.9947,2025,no_111d,distillate,p1,2024
2042,24.4907,2025,no_111d,distillate,p1,2024
2043,19.1695,2025,no_111d,distillate,p1,2024
2043,14.0578,2025,no_111d,distillate,p1,2024
2043,24.4102,2025,no_111d,distillate,p1,2024
2044,19.3361,2025,no_111d,distillate,p1,2024
2044,14.1054,2025,no_111d,distillate,p1,2024
2044,24.9474,2025,no_111d,distillate,p1,2024
2045,18.8828,2025,no_111d,distillate,p1,2024
2045,14.1993,2025,no_111d,distillate,p1,2024
2045,25.1843,2025,no_111d,distillate,p1,2024
2046,19.3438,2025,no_111d,distillate,p1,2024
2046,14.3832,2025,no_111d,distillate,p1,2024
2046,25.5845,2025,no_111d,distillate,p1,2024
2047,19.2699,2025,no_111d,distillate,p1,2024
2047,14.422,2025,no_111d,distillate,p1,2024
2047,25.6072,2025,no_111d,distillate,p1,2024
2048,19.4379,2025,no_111d,distillate,p1,2024
2048,14.4014,2025,no_111d,distillate,p1,2024
2048,25.4672,2025,no_111d,distillate,p1,2024
2049,19.6594,2025,no_111d,distillate,p1,2024
2049,14.3986,2025,no_111d,distillate,p1,2024
2049,25.8469,2025,no_111d,distillate,p1,2024
2050,19.9102,2025,no_111d,distillate,p1,2024
2050,14.4423,2025,no_111d,distillate,p1,2024
2050,25.9108,2025,no_111d,distillate,p1,2024
2024,19.0728,2025,reference,distillate,p1,2024
2024,11.3201,2025,reference,distillate,p1,2024
2024,27.4083,2025,reference,distillate,p1,2024
2025,14.905,2025,reference,distillate,p1,2024
2025,12.1009,2025,reference,distillate,p1,2024
2025,25.8542,2025,reference,distillate,p1,2024
2026,14.8422,2025,reference,distillate,p1,2024
2026,11.8516,2025,reference,distillate,p1,2024
2026,24.5635,2025,reference,distillate,p1,2024
2027,15.5491,2025,reference,distillate,p1,2024
2027,11.6682,2025,reference,distillate,p1,2024
2027,24.0238,2025,reference,distillate,p1,2024
2028,16.1943,2025,reference,distillate,p1,2024
2028,11.8144,2025,reference,distillate,p1,2024
2028,23.6656,2025,reference,distillate,p1,2024
2029,16.9123,2025,reference,distillate,p1,2024
2029,12.0874,2025,reference,distillate,p1,2024
2029,23.321,2025,reference,distillate,p1,2024
2030,17.6521,2025,reference,distillate,p1,2024
2030,12.4316,2025,reference,distillate,p1,2024
2030,23.0394,2025,reference,distillate,p1,2024
2031,17.7662,2025,reference,distillate,p1,2024
2031,12.6723,2025,reference,distillate,p1,2024
2031,23.0135,2025,reference,distillate,p1,2024
2032,17.6975,2025,reference,distillate,p1,2024
2032,13.2919,2025,reference,distillate,p1,2024
2032,22.774,2025,reference,distillate,p1,2024
2033,17.9291,2025,reference,distillate,p1,2024
2033,13.6337,2025,reference,distillate,p1,2024
2033,23.0031,2025,reference,distillate,p1,2024
2034,18.0576,2025,reference,distillate,p1,2024
2034,13.8822,2025,reference,distillate,p1,2024
2034,23.0903,2025,reference,distillate,p1,2024
2035,18.2622,2025,reference,distillate,p1,2024
2035,14.0668,2025,reference,distillate,p1,2024
2035,23.273,2025,reference,distillate,p1,2024
2036,18.3267,2025,reference,distillate,p1,2024
2036,13.8783,2025,reference,distillate,p1,2024
2036,23.3042,2025,reference,distillate,p1,2024
2037,18.4389,2025,reference,distillate,p1,2024
2037,13.7161,2025,reference,distillate,p1,2024
2037,23.4308,2025,reference,distillate,p1,2024
2038,18.5664,2025,reference,distillate,p1,2024
2038,13.693,2025,reference,distillate,p1,2024
2038,23.6319,2025,reference,distillate,p1,2024
2039,18.6313,2025,reference,distillate,p1,2024
2039,13.6111,2025,reference,distillate,p1,2024
2039,23.7388,2025,reference,distillate,p1,2024
2040,18.7599,2025,reference,distillate,p1,2024
2040,13.6882,2025,reference,distillate,p1,2024
2040,23.9001,2025,reference,distillate,p1,2024
2041,18.9318,2025,reference,distillate,p1,2024
2041,13.8064,2025,reference,distillate,p1,2024
2041,24.1384,2025,reference,distillate,p1,2024
2042,19.0532,2025,reference,distillate,p1,2024
2042,13.9076,2025,reference,distillate,p1,2024
2042,24.2248,2025,reference,distillate,p1,2024
2043,19.2063,2025,reference,distillate,p1,2024
2043,14.001,2025,reference,distillate,p1,2024
2043,24.5647,2025,reference,distillate,p1,2024
2044,19.2005,2025,reference,distillate,p1,2024
2044,14.0632,2025,reference,distillate,p1,2024
2044,24.7506,2025,reference,distillate,p1,2024
2045,18.9045,2025,reference,distillate,p1,2024
2045,14.1828,2025,reference,distillate,p1,2024
2045,24.8188,2025,reference,distillate,p1,2024
2046,19.0299,2025,reference,distillate,p1,2024
2046,14.2188,2025,reference,distillate,p1,2024
2046,25.0675,2025,reference,distillate,p1,2024
2047,19.4401,2025,reference,distillate,p1,2024
2047,14.2238,2025,reference,distillate,p1,2024
2047,25.6351,2025,reference,distillate,p1,2024
2048,19.5554,2025,reference,distillate,p1,2024
2048,14.1622,2025,reference,distillate,p1,2024
2048,25.6422,2025,reference,distillate,p1,2024
2049,19.6167,2025,reference,distillate,p1,2024
2049,14.1132,2025,reference,distillate,p1,2024
2049,25.676,2025,reference,distillate,p1,2024
2050,19.864,2025,reference,distillate,p1,2024
2050,14.1687,2025,reference,distillate,p1,2024
2050,25.7608,2025,reference,distillate,p1,2024
2024,3.17084,2025,no_111d,naturalgas,p1,2024
2025,3.39901,2025,no_111d,naturalgas,p1,2024
2026,3.25102,2025,no_111d,naturalgas,p1,2024
2027,3.15733,2025,no_111d,naturalgas,p1,2024
2028,3.33988,2025,no_111d,naturalgas,p1,2024
2029,3.61216,2025,no_111d,naturalgas,p1,2024
2030,4.0139,2025,no_111d,naturalgas,p1,2024
2031,4.28123,2025,no_111d,naturalgas,p1,2024
2032,4.59457,2025,no_111d,naturalgas,p1,2024
2033,4.91703,2025,no_111d,naturalgas,p1,2024
2034,5.18282,2025,no_111d,naturalgas,p1,2024
2035,5.3175,2025,no_111d,naturalgas,p1,2024
2036,5.32929,2025,no_111d,naturalgas,p1,2024
2037,5.31345,2025,no_111d,naturalgas,p1,2024
2038,5.08933,2025,no_111d,naturalgas,p1,2024
2039,5.01567,2025,no_111d,naturalgas,p1,2024
2040,5.06742,2025,no_111d,naturalgas,p1,2024
2041,5.14928,2025,no_111d,naturalgas,p1,2024
2042,5.21253,2025,no_111d,naturalgas,p1,2024
2043,5.35709,2025,no_111d,naturalgas,p1,2024
2044,5.44116,2025,no_111d,naturalgas,p1,2024
2045,5.53145,2025,no_111d,naturalgas,p1,2024
2046,5.61933,2025,no_111d,naturalgas,p1,2024
2047,5.55198,2025,no_111d,naturalgas,p1,2024
2048,5.60948,2025,no_111d,naturalgas,p1,2024
2049,5.7349,2025,no_111d,naturalgas,p1,2024
2050,5.83785,2025,no_111d,naturalgas,p1,2024
2024,3.17877,2025,reference,naturalgas,p1,2024
2025,3.44977,2025,reference,naturalgas,p1,2024
2026,3.23244,2025,reference,naturalgas,p1,2024
2027,3.15489,2025,reference,naturalgas,p1,2024
2028,3.34413,2025,reference,naturalgas,p1,2024
2029,3.63497,2025,reference,naturalgas,p1,2024
2030,4.01986,2025,reference,naturalgas,p1,2024
2031,4.27456,2025,reference,naturalgas,p1,2024
2032,4.89114,2025,reference,naturalgas,p1,2024
2033,5.19145,2025,reference,naturalgas,p1,2024
2034,5.38483,2025,reference,naturalgas,p1,2024
2035,5.41206,2025,reference,naturalgas,p1,2024
2036,5.28292,2025,reference,naturalgas,p1,2024
2037,5.10452,2025,reference,naturalgas,p1,2024
2038,5.01048,2025,reference,naturalgas,p1,2024
2039,4.92365,2025,reference,naturalgas,p1,2024
2040,5.05554,2025,reference,naturalgas,p1,2024
2041,5.2879,2025,reference,naturalgas,p1,2024
2042,5.40876,2025,reference,naturalgas,p1,2024
2043,5.56362,2025,reference,naturalgas,p1,2024
2044,5.64561,2025,reference,naturalgas,p1,2024
2045,5.63697,2025,reference,naturalgas,p1,2024
2046,5.75896,2025,reference,naturalgas,p1,2024
2047,5.80895,2025,reference,naturalgas,p1,2024
2048,5.81333,2025,reference,naturalgas,p1,2024
2049,5.7967,2025,reference,naturalgas,p1,2024
2050,5.74582,2025,reference,naturalgas,p1,2024
2024,0.753328,2025,no_111d,uranium,p1,2024
2025,0.753262,2025,no_111d,uranium,p1,2024
2026,0.753186,2025,no_111d,uranium,p1,2024
2027,0.753121,2025,no_111d,uranium,p1,2024
2028,0.753056,2025,no_111d,uranium,p1,2024
2029,0.75298,2025,no_111d,uranium,p1,2024
2030,0.752914,2025,no_111d,uranium,p1,2024
2031,0.752838,2025,no_111d,uranium,p1,2024
2032,0.752773,2025,no_111d,uranium,p1,2024
2033,0.752708,2025,no_111d,uranium,p1,2024
2034,0.752632,2025,no_111d,uranium,p1,2024
2035,0.752567,2025,no_111d,uranium,p1,2024
2036,0.752491,2025,no_111d,uranium,p1,2024
2037,0.752425,2025,no_111d,uranium,p1,2024
2038,0.75236,2025,no_111d,uranium,p1,2024
2039,0.752284,2025,no_111d,uranium,p1,2024
2040,0.752219,2025,no_111d,uranium,p1,2024
2041,0.752154,2025,no_111d,uranium,p1,2024
2042,0.752078,2025,no_111d,uranium,p1,2024
2043,0.752012,2025,no_111d,uranium,p1,2024
2044,0.751936,2025,no_111d,uranium,p1,2024
2045,0.751871,2025,no_111d,uranium,p1,2024
2046,0.751806,2025,no_111d,uranium,p1,2024
2047,0.75173,2025,no_111d,uranium,p1,2024
2048,0.751665,2025,no_111d,uranium,p1,2024
2049,0.751599,2025,no_111d,uranium,p1,2024
2050,0.751523,2025,no_111d,uranium,p1,2024
2024,0.753328,2025,reference,uranium,p1,2024
2025,0.753262,2025,reference,uranium,p1,2024
2026,0.753186,2025,reference,uranium,p1,2024
2027,0.753121,2025,reference,uranium,p1,2024
2028,0.753056,2025,reference,uranium,p1,2024
2029,0.75298,2025,reference,uranium,p1,2024
2030,0.752914,2025,reference,uranium,p1,2024
2031,0.752838,2025,reference,uranium,p1,2024
2032,0.752773,2025,reference,uranium,p1,2024
2033,0.752708,2025,reference,uranium,p1,2024
2034,0.752632,2025,reference,uranium,p1,2024
2035,0.752567,2025,reference,uranium,p1,2024
2036,0.752491,2025,reference,uranium,p1,2024
2037,0.752425,2025,reference,uranium,p1,2024
2038,0.75236,2025,reference,uranium,p1,2024
2039,0.752284,2025,reference,uranium,p1,2024
2040,0.752219,2025,reference,uranium,p1,2024
2041,0.752154,2025,reference,uranium,p1,2024
2042,0.752078,2025,reference,uranium,p1,2024
2043,0.752012,2025,reference,uranium,p1,2024
2044,0.751936,2025,reference,uranium,p1,2024
2045,0.751871,2025,reference,uranium,p1,2024
2046,0.751806,2025,reference,uranium,p1,2024
2047,0.75173,2025,reference,uranium,p1,2024
2048,0.751665,2025,reference,uranium,p1,2024
2049,0.751599,2025,reference,uranium,p1,2024
2050,0.751523,2025,reference,uranium,p1,2024
2024,2.11569,2025,no_111d,coal,p10,2024
2025,2.07853,2025,no_111d,coal,p10,2024
2026,1.79151,2025,no_111d,coal,p10,2024
2027,1.72731,2025,no_111d,coal,p10,2024
2028,1.67721,2025,no_111d,coal,p10,2024
2029,1.86157,2025,no_111d,coal,p10,2024
2030,1.68608,2025,no_111d,coal,p10,2024
2031,1.73635,2025,no_111d,coal,p10,2024
2032,1.664,2025,no_111d,coal,p10,2024
2033,1.6816,2025,no_111d,coal,p10,2024
2034,1.76521,2025,no_111d,coal,p10,2024
2035,1.76854,2025,no_111d,coal,p10,2024
2036,1.78988,2025,no_111d,coal,p10,2024
2037,1.78879,2025,no_111d,coal,p10,2024
2038,1.68144,2025,no_111d,coal,p10,2024
2039,1.67483,2025,no_111d,coal,p10,2024
2040,1.7014,2025,no_111d,coal,p10,2024
2041,1.72733,2025,no_111d,coal,p10,2024
2042,1.73363,2025,no_111d,coal,p10,2024
2043,1.74469,2025,no_111d,coal,p10,2024
2044,1.7495,2025,no_111d,coal,p10,2024
2045,1.76879,2025,no_111d,coal,p10,2024
2046,1.78708,2025,no_111d,coal,p10,2024
2047,2.12176,2025,no_111d,coal,p10,2024
2048,2.35277,2025,no_111d,coal,p10,2024
2049,2.58854,2025,no_111d,coal,p10,2024
2050,2.1342,2025,no_111d,coal,p10,2024
2024,2.12827,2025,reference,coal,p10,2024
2025,2.0943,2025,reference,coal,p10,2024
2026,1.81578,2025,reference,coal,p10,2024
2027,1.73953,2025,reference,coal,p10,2024
2028,1.69259,2025,reference,coal,p10,2024
2029,1.89301,2025,reference,coal,p10,2024
2030,1.872,2025,reference,coal,p10,2024
2031,1.93797,2025,reference,coal,p10,2024
2032,1.69305,2025,reference,coal,p10,2024
2033,1.65468,2025,reference,coal,p10,2024
2034,1.6611,2025,reference,coal,p10,2024
2035,1.66832,2025,reference,coal,p10,2024
2036,1.70555,2025,reference,coal,p10,2024
2037,1.70828,2025,reference,coal,p10,2024
2038,1.63053,2025,reference,coal,p10,2024
2039,1.62815,2025,reference,coal,p10,2024
2040,1.63893,2025,reference,coal,p10,2024
2041,1.65491,2025,reference,coal,p10,2024
2042,1.67995,2025,reference,coal,p10,2024
2043,1.7174,2025,reference,coal,p10,2024
2044,1.73351,2025,reference,coal,p10,2024
2045,1.74824,2025,reference,coal,p10,2024
2046,1.76664,2025,reference,coal,p10,2024
2047,2.6057,2025,reference,coal,p10,2024
2048,2.60706,2025,reference,coal,p10,2024
2049,2.60481,2025,reference,coal,p10,2024
2050,2.61263,2025,reference,coal,p10,2024
2024,19.0728,2025,no_111d,distillate,p10,2024
2024,11.2702,2025,no_111d,distillate,p10,2024
2024,27.4083,2025,no_111d,distillate,p10,2024
2025,14.905,2025,no_111d,distillate,p10,2024
2025,12.1754,2025,no_111d,distillate,p10,2024
2025,25.8542,2025,no_111d,distillate,p10,2024
2026,14.8829,2025,no_111d,distillate,p10,2024
2026,11.916,2025,no_111d,distillate,p10,2024
2026,24.6533,2025,no_111d,distillate,p10,2024
2027,15.5778,2025,no_111d,distillate,p10,2024
2027,11.714,2025,no_111d,distillate,p10,2024
2027,24.0783,2025,no_111d,distillate,p10,2024
2028,16.2339,2025,no_111d,distillate,p10,2024
2028,11.8705,2025,no_111d,distillate,p10,2024
2028,23.7349,2025,no_111d,distillate,p10,2024
2029,16.9792,2025,no_111d,distillate,p10,2024
2029,12.0823,2025,no_111d,distillate,p10,2024
2029,23.4135,2025,no_111d,distillate,p10,2024
2030,17.6982,2025,no_111d,distillate,p10,2024
2030,12.415,2025,no_111d,distillate,p10,2024
2030,23.1008,2025,no_111d,distillate,p10,2024
2031,17.8433,2025,no_111d,distillate,p10,2024
2031,12.6817,2025,no_111d,distillate,p10,2024
2031,23.1131,2025,no_111d,distillate,p10,2024
2032,17.8419,2025,no_111d,distillate,p10,2024
2032,13.105,2025,no_111d,distillate,p10,2024
2032,22.9181,2025,no_111d,distillate,p10,2024
2033,18.0112,2025,no_111d,distillate,p10,2024
2033,13.47,2025,no_111d,distillate,p10,2024
2033,23.1388,2025,no_111d,distillate,p10,2024
2034,18.2168,2025,no_111d,distillate,p10,2024
2034,13.7401,2025,no_111d,distillate,p10,2024
2034,23.2405,2025,no_111d,distillate,p10,2024
2035,18.4384,2025,no_111d,distillate,p10,2024
2035,13.9318,2025,no_111d,distillate,p10,2024
2035,23.4881,2025,no_111d,distillate,p10,2024
2036,18.4658,2025,no_111d,distillate,p10,2024
2036,13.9901,2025,no_111d,distillate,p10,2024
2036,23.462,2025,no_111d,distillate,p10,2024
2037,18.5317,2025,no_111d,distillate,p10,2024
2037,13.9486,2025,no_111d,distillate,p10,2024
2037,23.5744,2025,no_111d,distillate,p10,2024
2038,18.6316,2025,no_111d,distillate,p10,2024
2038,13.8248,2025,no_111d,distillate,p10,2024
2038,23.7142,2025,no_111d,distillate,p10,2024
2039,18.7413,2025,no_111d,distillate,p10,2024
2039,13.7652,2025,no_111d,distillate,p10,2024
2039,23.8836,2025,no_111d,distillate,p10,2024
2040,18.8725,2025,no_111d,distillate,p10,2024
2040,13.9138,2025,no_111d,distillate,p10,2024
2040,24.016,2025,no_111d,distillate,p10,2024
2041,19.051,2025,no_111d,distillate,p10,2024
2041,13.9979,2025,no_111d,distillate,p10,2024
2041,24.3386,2025,no_111d,distillate,p10,2024
2042,19.136,2025,no_111d,distillate,p10,2024
2042,13.9947,2025,no_111d,distillate,p10,2024
2042,24.4907,2025,no_111d,distillate,p10,2024
2043,19.1695,2025,no_111d,distillate,p10,2024
2043,14.0578,2025,no_111d,distillate,p10,2024
2043,24.4102,2025,no_111d,distillate,p10,2024
2044,19.3361,2025,no_111d,distillate,p10,2024
2044,14.1054,2025,no_111d,distillate,p10,2024
2044,24.9474,2025,no_111d,distillate,p10,2024
2045,18.8828,2025,no_111d,distillate,p10,2024
2045,14.1993,2025,no_111d,distillate,p10,2024
2045,25.1843,2025,no_111d,distillate,p10,2024
2046,19.3438,2025,no_111d,distillate,p10,2024
2046,14.3832,2025,no_111d,distillate,p10,2024
2046,25.5845,2025,no_111d,distillate,p10,2024
2047,19.2699,2025,no_111d,distillate,p10,2024
2047,14.422,2025,no_111d,distillate,p10,2024
2047,25.6072,2025,no_111d,distillate,p10,2024
2048,19.4379,2025,no_111d,distillate,p10,2024
2048,14.4014,2025,no_111d,distillate,p10,2024
2048,25.4672,2025,no_111d,distillate,p10,2024
2049,19.6594,2025,no_111d,distillate,p10,2024
2049,14.3986,2025,no_111d,distillate,p10,2024
2049,25.8469,2025,no_111d,distillate,p10,2024
2050,19.9102,2025,no_111d,distillate,p10,2024
2050,14.4423,2025,no_111d,distillate,p10,2024
2050,25.9108,2025,no_111d,distillate,p10,2024
2024,19.0728,2025,reference,distillate,p10,2024
2024,11.3201,2025,reference,distillate,p10,2024
2024,27.4083,2025,reference,distillate,p10,2024
2025,14.905,2025,reference,distillate,p10,2024
2025,12.1009,2025,reference,distillate,p10,2024
2025,25.8542,2025,reference,distillate,p10,2024
2026,14.8422,2025,reference,distillate,p10,2024
2026,11.8516,2025,reference,distillate,p10,2024
2026,24.5635,2025,reference,distillate,p10,2024
2027,15.5491,2025,reference,distillate,p10,2024
2027,11.6682,2025,reference,distillate,p10,2024
2027,24.0238,2025,reference,distillate,p10,2024
2028,16.1943,2025,reference,distillate,p10,2024
2028,11.8144,2025,reference,distillate,p10,2024
2028,23.6656,2025,reference,distillate,p10,2024
2029,16.9123,2025,reference,distillate,p10,2024
2029,12.0874,2025,reference,distillate,p10,2024
2029,23.321,2025,reference,distillate,p10,2024
2030,17.6521,2025,reference,distillate,p10,2024
2030,12.4316,2025,reference,distillate,p10,2024
2030,23.0394,2025,reference,distillate,p10,2024
2031,17.7662,2025,reference,distillate,p10,2024
2031,12.6723,2025,reference,distillate,p10,2024
2031,23.0135,2025,reference,distillate,p10,2024
2032,17.6975,2025,reference,distillate,p10,2024
2032,13.2919,2025,reference,distillate,p10,2024
2032,22.774,2025,reference,distillate,p10,2024
2033,17.9291,2025,reference,distillate,p10,2024
2033,13.6337,2025,reference,distillate,p10,2024
2033,23.0031,2025,reference,distillate,p10,2024
2034,18.0576,2025,reference,distillate,p10,2024
2034,13.8822,2025,reference,distillate,p10,2024
2034,23.0903,2025,reference,distillate,p10,2024
2035,18.2622,2025,reference,distillate,p10,2024
2035,14.0668,2025,reference,distillate,p10,2024
2035,23.273,2025,reference,distillate,p10,2024
2036,18.3267,2025,reference,distillate,p10,2024
2036,13.8783,2025,reference,distillate,p10,2024
2036,23.3042,2025,reference,distillate,p10,2024
2037,18.4389,2025,reference,distillate,p10,2024
2037,13.7161,2025,reference,distillate,p10,2024
2037,23.4308,2025,reference,distillate,p10,2024
2038,18.5664,2025,reference,distillate,p10,2024
2038,13.693,2025,reference,distillate,p10,2024
2038,23.6319,2025,reference,distillate,p10,2024
2039,18.6313,2025,reference,distillate,p10,2024
2039,13.6111,2025,reference,distillate,p10,2024
2039,23.7388,2025,reference,distillate,p10,2024
2040,18.7599,2025,reference,distillate,p10,2024
2040,13.6882,2025,reference,distillate,p10,2024
2040,23.9001,2025,reference,distillate,p10,2024
2041,18.9318,2025,reference,distillate,p10,2024
2041,13.8064,2025,reference,distillate,p10,2024
2041,24.1384,2025,reference,distillate,p10,2024
2042,19.0532,2025,reference,distillate,p10,2024
2042,13.9076,2025,reference,distillate,p10,2024
2042,24.2248,2025,reference,distillate,p10,2024
2043,19.2063,2025,reference,distillate,p10,2024
2043,14.001,2025,reference,distillate,p10,2024
2043,24.5647,2025,reference,distillate,p10,2024
2044,19.2005,2025,reference,distillate,p10,2024
2044,14.0632,2025,reference,distillate,p10,2024
2044,24.7506,2025,reference,distillate,p10,2024
2045,18.9045,2025,reference,distillate,p10,2024
2045,14.1828,2025,reference,distillate,p10,2024
2045,24.8188,2025,reference,distillate,p10,2024
2046,19.0299,2025,reference,distillate,p10,2024
2046,14.2188,2025,reference,distillate,p10,2024
2046,25.0675,2025,reference,distillate,p10,2024
2047,19.4401,2025,reference,distillate,p10,2024
2047,14.2238,2025,reference,distillate,p10,2024
2047,25.6351,2025,reference,distillate,p10,2024
2048,19.5554,2025,reference,distillate,p10,2024
2048,14.1622,2025,reference,distillate,p10,2024
2048,25.6422,2025,reference,distillate,p10,2024
2049,19.6167,2025,reference,distillate,p10,2024
2049,14.1132,2025,reference,distillate,p10,2024
2049,25.676,2025,reference,distillate,p10,2024
2050,19.864,2025,reference,distillate,p10,2024
2050,14.1687,2025,reference,distillate,p10,2024
2050,25.7608,2025,reference,distillate,p10,2024
2024,3.17084,2025,no_111d,naturalgas,p10,2024
2025,3.39901,2025,no_111d,naturalgas,p10,2024
2026,3.25102,2025,no_111d,naturalgas,p10,2024
2027,3.15733,2025,no_111d,naturalgas,p10,2024
2028,3.33988,2025,no_111d,naturalgas,p10,2024
2029,3.61216,2025,no_111d,naturalgas,p10,2024
2030,4.0139,2025,no_111d,naturalgas,p10,2024
2031,4.28123,2025,no_111d,naturalgas,p10,2024
2032,4.59457,2025,no_111d,naturalgas,p10,2024
2033,4.91703,2025,no_111d,naturalgas,p10,2024
2034,5.18282,2025,no_111d,naturalgas,p10,2024
2035,5.3175,2025,no_111d,naturalgas,p10,2024
2036,5.32929,2025,no_111d,naturalgas,p10,2024
2037,5.31345,2025,no_111d,naturalgas,p10,2024
2038,5.08933,2025,no_111d,naturalgas,p10,2024
2039,5.01567,2025,no_111d,naturalgas,p10,2024
2040,5.06742,2025,no_111d,naturalgas,p10,2024
