p99,p133,p128,p131
0,102,125,385
11,73,100,337
31,61,84,239
37,27,36,137
71,0,0,96
74,8,0,56
109,0,0,12
137,0,40,0
207,0,0,0
230,0,0,0
282,0,2,0
361,8,1,0
409,41,3,0
708,16,29,0
473,46,54,8
259,72,0,0
175,19,0,30
112,275,18,120
147,136,56,124
422,173,201,182
230,711,608,240
347,867,476,316
248,983,983,443
346,983,983,851
375,983,983,978
537,983,983,980
697,983,983,983
547,983,983,983
485,983,983,940
665,983,983,809
702,983,983,983
591,983,983,983
509,983,983,983
585,983,983,894
784,983,983,552
951,983,983,499
983,983,983,983
983,894,983,983
983,652,983,983
858,525,973,983
676,402,745,983
932,168,536,983
845,147,280,983
798,293,333,765
743,473,555,711
812,612,708,611
780,669,983,923
563,758,975,963
522,963,983,951
529,885,983,983
422,903,983,983
331,983,983,983
343,949,983,983
273,983,983,983
376,983,983,983
393,910,983,983
294,983,983,983
231,983,983,983
174,841,983,983
163,822,983,983
82,551,983,983
62,360,862,983
32,476,542,983
32,622,611,738
6,734,765,409
12,711,758,504
0,869,864,734
0,895,885,790
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
27,983,983,983
67,983,983,983
58,983,983,983
75,983,983,983
108,983,983,983
165,983,983,983
179,983,983,983
167,804,983,983
182,476,807,939
111,374,524,719
105,368,466,562
74,506,473,317
66,443,393,476
51,612,621,600
42,567,586,556
56,411,497,428
27,355,564,455
42,255,435,408
72,189,309,331
87,153,312,334
138,188,341,149
134,312,505,255
94,602,332,221
111,713,322,266
118,829,354,264
65,791,424,316
63,800,446,294
35,800,465,219
0,835,524,265
0,851,581,261
0,893,677,297
0,836,732,331
0,818,714,318
0,831,786,301
0,876,738,297
0,941,665,394
0,959,609,375
0,669,668,454
0,612,805,532
0,832,872,544
0,694,834,441
0,656,653,523
0,601,636,561
0,750,641,646
0,625,770,542
0,883,853,647
0,771,983,553
0,734,983,745
0,907,983,772
0,983,983,730
0,879,983,709
0,967,983,851
0,983,983,839
0,983,983,887
0,983,983,925
0,983,983,983
0,681,841,983
0,154,374,983
0,92,241,983
0,71,227,983
0,74,238,983
0,34,169,983
12,74,100,983
50,68,111,983
81,181,107,983
202,209,179,983
294,411,313,983
333,400,281,719
452,511,419,794
540,807,619,847
796,868,850,983
892,981,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,973,983,983
983,548,983,983
983,809,410,983
913,612,322,822
708,160,423,563
559,71,692,496
366,139,360,858
150,219,225,535
87,112,171,247
62,99,127,230
14,173,150,106
1,208,123,71
0,141,138,119
0,108,204,137
0,74,97,134
7,50,63,79
15,5,27,111
20,0,0,175
9,0,0,170
0,0,27,127
26,13,44,52
57,15,77,9
79,67,83,0
75,53,67,0
97,42,52,0
88,66,64,12
237,167,138,36
160,98,148,50
182,67,124,85
249,66,98,130
236,72,80,163
245,86,139,149
372,282,347,253
413,511,571,457
438,777,684,631
538,771,964,741
763,577,944,834
983,775,824,983
983,983,719,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,865,983,983
983,358,558,751
983,402,423,740
474,359,702,446
983,463,749,525
695,807,983,937
221,908,983,837
97,823,983,915
353,983,983,983
673,983,983,983
941,983,983,983
983,983,983,983
724,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
846,983,983,983
912,983,983,983
683,983,983,834
620,983,983,822
465,877,909,547
359,599,654,450
262,284,326,280
253,117,118,208
149,89,66,145
109,58,51,127
128,42,57,110
18,3,8,78
41,0,2,74
57,25,20,64
29,0,0,48
54,0,0,45
0,0,0,27
0,0,0,3
0,7,0,0
0,38,21,0
10,52,60,0
0,59,52,0
0,79,46,10
5,70,69,42
6,205,105,76
15,20,75,59
32,120,84,112
35,246,67,94
35,118,131,225
50,47,31,99
32,5,111,149
57,32,10,189
46,0,0,217
67,7,0,358
108,0,0,398
167,0,0,74
288,0,0,11
545,49,0,0
983,75,85,0
983,191,142,60
983,557,666,139
983,224,264,365
983,75,139,251
983,36,26,107
983,9,0,38
983,0,0,0
983,0,0,0
983,0,0,0
841,71,21,0
968,85,135,26
335,149,176,54
169,95,448,349
317,176,160,983
254,46,0,983
309,0,0,983
140,18,0,983
71,0,4,983
59,0,18,230
100,0,0,114
161,0,1,88
250,21,39,68
349,60,21,89
428,63,97,106
484,189,150,207
516,278,197,196
692,235,284,352
800,194,384,316
681,163,282,353
683,209,330,464
595,203,235,381
390,348,324,348
231,417,565,310
199,784,655,129
116,512,362,689
71,259,359,930
105,237,466,668
72,507,590,634
44,433,459,395
70,437,493,328
49,459,497,599
0,381,383,567
4,211,507,443
28,189,322,349
83,596,489,424
142,413,383,681
233,557,733,324
178,708,724,651
894,983,983,759
983,983,983,928
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,902,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,848
983,759,983,983
983,930,953,983
983,983,836,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,654,983,983
983,504,727,983
983,684,983,983
983,348,593,983
983,144,303,717
983,290,301,514
983,139,121,156
607,414,252,154
368,314,489,81
425,314,355,243
554,260,508,265
409,206,266,142
407,304,276,125
425,303,308,68
349,229,477,66
361,259,415,72
239,384,561,259
280,545,699,413
313,748,759,442
304,767,832,516
332,842,748,540
449,787,801,556
382,975,895,537
405,772,603,467
492,598,525,381
475,495,525,376
731,299,441,427
778,208,382,480
921,243,338,530
948,152,279,676
983,144,236,615
983,153,229,486
983,141,225,307
983,77,170,199
962,70,250,258
944,68,244,246
983,48,171,194
983,56,137,164
983,52,78,122
983,82,112,212
983,86,92,248
983,77,71,189
983,133,117,265
983,137,135,297
983,72,81,250
983,102,158,349
983,122,204,371
983,192,171,290
983,176,76,256
983,189,96,240
983,239,133,313
983,190,118,243
983,151,140,272
983,188,164,316
983,124,148,238
983,123,152,241
983,117,138,175
983,100,93,119
983,64,72,113
983,41,58,104
983,11,42,80
983,0,27,67
983,0,9,53
983,0,0,26
983,0,0,20
983,0,0,0
983,0,0,47
983,23,0,5
934,16,0,0
746,0,0,0
632,0,0,0
475,0,0,0
353,0,13,0
265,0,9,0
217,0,19,0
180,74,34,0
141,135,82,90
113,212,174,110
107,294,209,144
126,352,299,264
87,539,472,290
72,632,830,527
57,698,983,616
35,833,983,722
21,753,974,923
0,764,866,894
0,763,800,770
0,898,826,941
0,674,983,983
0,667,978,726
25,721,885,813
39,599,632,708
36,896,823,979
16,932,825,775
10,630,660,603
9,713,594,538
0,545,407,677
0,308,338,547
0,327,391,643
0,288,481,578
0,364,527,685
0,488,420,793
0,484,466,697
0,428,488,621
0,543,726,399
0,811,512,359
0,459,251,227
0,246,149,235
0,138,139,174
0,79,136,320
0,72,114,231
0,75,139,231
0,121,225,229
32,158,237,244
69,307,235,269
91,203,161,246
142,295,278,211
185,400,274,204
143,307,323,248
160,209,369,215
104,239,288,167
93,308,236,203
62,573,263,185
96,337,250,251
96,305,279,203
109,621,546,147
136,722,854,409
136,983,903,497
62,983,983,657
78,983,983,855
79,983,983,970
172,983,983,983
216,983,983,983
181,983,983,983
181,983,983,983
217,983,983,983
304,983,983,983
556,983,983,983
342,983,983,983
280,983,983,983
213,983,983,983
344,983,983,983
628,983,983,983
556,983,983,983
466,983,983,983
639,983,983,983
444,983,983,983
277,983,983,983
94,983,983,983
70,983,983,983
352,983,983,983
238,983,983,983
144,983,983,983
181,983,983,983
183,983,983,983
72,983,977,983
4,983,893,983
0,837,730,983
0,858,628,983
19,743,622,983
76,590,519,927
364,506,490,976
410,447,472,983
983,464,513,983
983,547,554,983
983,599,680,983
983,639,647,983
983,715,698,983
983,738,741,983
983,983,944,983
983,983,982,983
983,983,983,983
983,983,869,453
983,983,983,245
983,825,957,283
983,983,327,473
983,495,662,735
968,711,356,402
701,416,778,426
636,450,538,845
904,91,348,614
983,129,377,632
983,295,472,256
983,581,307,362
983,603,687,747
983,380,586,892
983,331,279,951
983,91,393,595
983,484,418,343
983,983,983,184
922,983,895,244
557,983,983,627
233,983,983,983
374,983,983,983
323,983,983,983
314,983,983,983
226,983,983,983
240,983,983,983
421,983,983,983
979,983,983,983
830,983,983,983
539,983,983,983
532,983,983,983
510,983,983,983
344,983,983,983
540,983,983,983
283,983,983,983
266,983,983,983
404,983,983,983
342,983,983,983
470,983,983,983
510,983,983,983
728,983,983,983
717,983,983,983
621,983,983,983
674,983,983,983
458,983,983,983
421,983,983,983
288,983,983,983
239,952,983,983
231,701,884,983
205,458,662,920
133,401,561,677
102,364,531,521
83,366,393,447
78,249,311,337
71,230,244,258
75,188,190,342
90,134,183,322
158,81,196,181
295,127,218,127
453,195,176,75
633,245,119,117
942,336,289,146
983,331,245,151
983,358,326,183
983,377,305,297
983,503,501,220
983,720,566,336
983,756,823,339
983,983,983,776
983,983,983,972
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,0,983,983
983,983,983,983
983,983,0,0
983,0,983,0
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
966,983,983,983
523,983,983,983
200,983,983,983
180,983,983,983
212,983,983,983
189,983,983,983
70,983,983,983
37,983,983,983
0,983,983,983
0,983,983,983
8,983,983,983
0,983,983,983
64,802,983,983
58,821,983,983
86,805,753,983
154,724,748,983
198,605,579,983
270,816,616,944
377,878,857,599
574,692,643,779
570,582,612,862
677,566,674,822
731,768,790,696
983,983,983,761
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
914,918,983,983
645,663,748,983
468,477,629,835
324,374,485,498
213,360,485,369
126,294,307,719
55,607,273,839
2,648,532,815
0,528,657,475
14,347,451,297
28,181,274,158
0,131,193,111
11,70,91,68
0,47,56,27
0,0,3,0
0,0,0,0
131,0,0,0
0,0,0,0
284,0,0,0
75,0,0,0
766,0,0,0
542,0,0,0
867,28,42,1
731,67,91,53
983,167,205,82
668,293,320,162
493,429,416,261
243,455,476,330
225,461,530,321
272,495,525,364
250,577,511,373
158,605,442,343
143,715,445,277
125,902,655,201
195,930,888,106
146,822,983,91
188,641,950,871
70,462,746,981
99,356,543,885
50,282,535,701
49,496,712,764
59,679,818,983
103,631,948,983
157,574,938,983
242,649,983,983
371,648,892,836
441,646,912,666
548,744,930,579
778,668,697,518
813,537,486,475
972,555,555,344
983,702,690,437
983,661,705,448
983,935,766,471
983,983,773,528
983,963,732,527
983,983,730,561
983,806,567,549
983,748,931,482
983,595,802,787
983,983,983,595
983,983,983,802
983,983,983,978
983,983,983,833
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
948,983,983,983
983,0,983,983
983,983,0,983
983,983,983,983
983,0,0,983
983,0,0,983
983,0,0,983
983,983,983,983
983,983,983,0
983,983,983,983
983,983,983,983
983,652,696,983
983,79,878,983
983,262,888,983
983,65,693,983
983,150,369,735
983,44,374,808
983,40,393,935
983,717,425,565
983,983,983,885
983,983,983,789
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
813,983,983,983
656,983,983,983
555,983,983,983
385,983,983,983
329,983,983,983
199,983,983,983
166,983,983,983
141,933,983,983
112,705,879,983
67,551,806,972
64,419,697,843
19,445,549,824
2,380,537,772
0,419,544,848
0,388,454,861
0,366,344,757
0,204,252,600
0,141,158,458
0,90,84,301
0,60,51,193
0,28,16,143
0,0,0,87
0,0,0,68
0,0,0,42
31,0,0,18
68,0,0,0
93,0,0,0
68,0,0,0
458,0,0,0
374,0,2,0
268,38,67,7
28,82,149,100
236,299,497,243
983,773,749,344
983,983,983,532
877,983,983,958
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
943,983,983,983
983,983,983,983
921,983,983,983
868,983,983,983
745,983,983,983
607,983,983,983
638,983,983,983
420,983,983,983
444,983,983,983
575,983,983,983
375,983,983,983
396,720,930,983
479,422,732,983
595,555,914,983
628,983,983,983
639,983,983,983
554,665,764,983
433,822,983,983
328,983,983,983
239,983,983,983
204,983,983,983
169,983,983,983
119,961,983,983
79,983,983,983
82,983,983,778
370,871,821,480
463,681,839,522
511,416,613,411
537,454,585,384
521,623,563,451
614,780,458,432
416,678,693,428
599,880,661,565
610,972,749,622
684,696,783,572
745,628,634,362
649,567,830,234
486,510,925,426
408,743,616,526
501,694,835,897
637,807,983,983
565,947,983,983
610,983,983,983
594,983,983,983
501,983,983,983
508,983,983,930
389,645,727,981
356,565,575,983
448,559,814,983
301,825,930,657
292,776,983,549
282,720,983,388
233,668,844,615
241,526,874,983
198,364,772,856
130,312,724,621
128,336,524,700
113,229,273,584
112,220,202,404
105,108,132,222
103,69,179,197
92,119,116,135
94,210,180,205
80,374,315,268
71,448,548,275
99,242,533,262
150,418,403,350
195,497,602,740
143,518,673,732
124,373,532,556
125,559,559,236
82,963,658,124
103,843,983,56
126,983,983,234
114,983,983,783
133,983,983,983
185,983,983,983
236,983,983,952
203,885,983,814
204,879,983,744
95,983,983,528
48,983,983,394
0,983,983,581
0,983,983,863
55,983,983,983
77,983,983,983
73,983,983,983
54,983,983,983
52,983,983,983
487,983,983,983
937,983,983,983
983,983,983,983
983,983,983,983
788,983,983,983
983,983,983,983
973,983,983,983
658,983,983,983
441,983,983,983
300,983,983,983
136,780,730,983
82,824,763,983
71,705,588,983
129,983,705,983
239,983,846,983
473,983,983,983
780,983,983,983
983,983,983,983
955,983,983,983
677,869,582,983
322,719,456,397
139,493,328,306
57,257,383,153
0,321,484,115
0,445,224,132
0,181,128,72
0,61,90,0
0,40,49,0
0,33,0,0
0,38,0,0
0,0,0,0
0,0,0,0
16,0,0,35
24,0,52,102
36,171,138,106
26,116,186,103
45,219,334,115
84,617,487,91
60,843,597,360
98,491,532,184
201,458,558,338
273,347,446,396
333,287,477,716
271,241,485,366
167,142,738,402
104,134,308,435
86,124,194,523
80,139,143,348
91,142,124,347
73,275,122,261
122,416,114,270
193,289,272,414
246,421,466,359
282,706,519,412
251,497,522,505
224,549,442,631
268,418,373,749
260,430,520,662
851,719,608,615
952,642,566,899
983,605,576,837
983,983,863,907
983,983,970,629
983,983,951,740
983,937,983,983
811,487,593,703
577,283,880,610
360,223,682,607
305,246,466,633
190,297,343,589
171,197,235,401
120,103,129,298
73,64,79,196
52,9,43,81
22,0,24,38
0,0,17,0
0,8,10,0
0,68,45,0
0,133,105,42
0,225,202,109
0,407,369,214
0,699,508,398
0,707,687,647
0,983,866,800
0,983,983,822
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
14,983,983,983
32,983,983,983
22,874,914,983
31,469,836,983
7,576,746,745
49,319,306,413
62,350,137,247
86,215,194,417
73,164,195,502
64,194,127,177
69,125,47,183
69,18,42,67
33,11,71,161
10,7,41,62
0,8,48,24
15,0,13,4
0,0,4,9
0,6,20,0
23,47,50,39
34,62,68,56
69,202,149,154
118,347,333,211
162,443,302,405
253,672,666,700
561,951,983,983
711,983,983,983
838,983,983,983
969,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
978,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
873,983,983,983
752,983,983,983
664,983,983,983
703,983,983,983
729,983,983,983
629,983,896,875
671,732,542,396
549,460,422,509
489,347,259,441
388,248,249,746
315,262,291,896
211,392,257,669
145,354,468,936
148,753,609,983
255,595,518,861
313,256,588,983
259,734,502,594
127,411,529,375
107,411,313,247
155,381,271,185
187,188,189,216
153,118,92,347
150,88,66,162
87,72,61,125
139,59,59,126
217,50,61,110
93,73,62,87
95,61,66,74
64,61,69,73
61,66,95,70
79,60,75,45
77,77,75,5
133,62,49,0
294,77,68,0
769,150,101,12
983,209,221,50
983,157,150,83
983,311,222,67
983,489,459,177
983,602,586,216
983,782,862,262
528,912,863,386
465,963,981,510
456,983,951,569
481,983,981,596
478,983,975,596
314,983,983,559
488,869,864,425
442,898,806,432
349,553,688,423
141,525,584,357
60,328,590,315
12,454,292,339
0,327,212,275
0,169,203,320
0,132,255,363
0,94,211,176
0,102,136,168
0,84,73,192
0,32,71,136
0,11,41,76
0,0,0,0
0,0,0,13
0,0,0,13
0,0,0,30
0,0,0,0
0,0,0,0
0,0,0,17
0,0,0,10
0,0,0,1
11,10,0,0
35,37,18,2
45,52,14,0
75,59,31,19
115,63,51,48
123,99,82,76
139,119,130,67
128,95,152,81
162,229,125,69
270,327,279,74
491,282,245,83
597,310,200,134
587,206,252,143
790,256,251,251
852,382,387,378
983,450,531,510
983,553,718,870
983,362,630,983
983,358,788,983
983,553,622,983
983,852,948,983
983,947,983,983
983,983,983,983
983,983,983,983
983,772,983,983
983,983,983,983
983,983,983,983
979,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,682,769,983
766,434,605,869
486,118,184,424
438,267,239,145
472,670,568,183
330,983,761,626
0,882,983,983
0,632,790,809
13,632,802,983
245,748,983,983
983,518,842,801
983,653,983,735
983,618,762,983
983,321,522,637
983,169,305,493
983,149,274,322
983,107,172,226
983,153,103,86
983,298,166,120
983,188,255,216
943,129,228,98
907,132,398,100
618,351,390,118
401,181,240,124
215,101,121,98
371,70,64,66
565,58,50,52
705,51,37,17
573,57,3,12
469,74,0,32
369,59,61,39
317,66,90,49
254,81,82,77
219,102,86,65
205,97,81,67
106,132,78,85
60,172,143,122
0,181,160,153
0,231,292,180
0,397,449,294
0,435,454,486
25,408,493,457
45,539,572,381
11,486,596,501
41,418,500,412
13,373,399,842
38,294,185,733
41,227,141,459
0,97,140,366
0,29,65,246
0,0,16,124
22,6,0,77
70,7,0,60
37,0,0,96
54,44,33,35
58,108,75,94
61,162,141,302
87,436,424,307
77,638,658,465
95,752,807,698
78,825,720,983
69,710,592,983
99,605,484,926
143,509,470,935
240,520,536,962
572,566,523,896
983,477,497,599
983,479,367,442
983,409,380,327
983,428,507,267
983,228,348,403
983,391,351,608
983,343,492,333
975,186,376,255
983,144,210,145
983,196,238,174
983,168,198,181
983,192,182,202
983,236,243,235
983,530,795,213
983,548,451,264
983,604,542,442
983,711,959,635
983,983,983,824
983,613,780,916
983,472,578,776
983,983,830,980
983,980,980,983
983,942,978,983
983,858,983,983
983,983,983,983
983,983,983,983
983,920,983,983
983,926,983,983
983,855,983,983
983,695,983,983
983,621,764,983
983,462,528,820
899,284,629,647
613,272,295,421
392,222,236,357
254,129,267,309
178,91,199,191
118,104,98,99
64,45,61,89
45,37,17,72
8,168,122,73
0,228,231,38
0,502,279,75
0,876,612,340
0,983,983,519
0,983,983,854
0,983,983,983
0,983,983,983
14,983,983,983
51,983,983,983
77,983,983,983
100,983,983,983
110,983,983,983
118,983,983,983
131,983,983,983
133,983,983,983
174,983,983,983
237,983,983,983
584,983,983,983
549,983,983,983
914,983,983,983
764,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,968,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
974,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
920,983,983,983
983,983,983,983
983,816,983,983
958,983,983,983
890,646,835,983
748,369,983,597
605,845,943,529
518,780,742,705
415,974,872,513
371,648,661,424
250,516,598,310
163,370,446,172
112,162,187,85
86,11,37,18
61,0,0,0
47,0,0,0
43,0,0,0
57,0,0,0
73,0,0,0
195,31,66,0
343,58,74,0
480,32,150,66
660,30,98,97
983,128,89,173
983,129,185,318
983,127,230,371
983,55,151,255
983,79,690,292
983,104,215,325
983,338,345,160
983,506,509,236
983,983,851,671
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
956,983,983,983
886,983,983,983
763,982,983,983
983,983,983,983
801,983,983,983
662,983,983,983
559,983,983,983
525,983,983,983
531,983,983,983
645,983,983,983
639,983,983,983
880,926,983,983
851,983,983,983
872,983,983,983
976,983,983,983
777,983,983,983
788,983,983,983
720,983,983,983
835,983,983,983
705,983,983,983
654,983,983,983
621,983,983,924
717,730,983,654
716,939,983,983
515,983,983,983
470,983,983,983
232,983,983,983
317,860,983,983
383,983,983,983
178,983,983,983
74,983,983,983
70,983,983,983
82,983,983,983
106,983,983,983
117,983,983,983
95,983,983,983
54,983,983,983
8,983,983,983
0,983,983,983
24,983,983,983
266,983,983,983
632,983,983,983
716,983,983,983
983,983,983,983
983,983,983,983
983,890,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
900,983,983,983
846,983,983,983
880,983,983,983
618,983,983,983
593,983,983,983
577,983,983,983
329,804,983,983
289,697,762,983
171,857,983,983
72,827,801,983
22,544,630,932
0,474,347,854
0,161,222,644
0,140,155,432
0,95,164,244
0,102,137,194
0,81,110,124
0,124,118,80
378,121,157,69
425,102,132,66
699,67,77,49
539,76,80,39
537,92,113,27
371,115,69,51
431,103,121,72
438,214,254,135
319,183,335,143
333,238,261,147
342,268,226,191
329,243,242,211
284,309,330,276
282,297,372,479
393,352,519,662
568,382,622,782
712,400,575,788
724,407,576,624
812,326,459,661
823,374,450,681
868,577,502,647
849,598,759,658
788,661,967,647
692,828,983,957
796,807,983,983
736,983,983,983
749,983,983,983
751,983,983,983
769,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
953,983,983,983
959,983,983,983
983,983,983,983
915,983,983,983
946,983,983,983
888,983,983,983
738,983,983,983
530,983,983,983
491,983,983,983
408,595,975,983
397,502,924,983
367,480,736,592
277,269,599,640
246,362,538,713
146,258,449,649
92,378,388,708
69,466,398,606
37,808,597,538
5,742,948,644
0,695,626,715
0,468,459,983
0,439,382,860
0,299,76,525
0,103,46,298
0,73,21,292
0,58,19,197
0,31,11,192
0,27,51,79
0,16,41,6
0,0,16,0
0,0,22,0
15,0,0,0
36,0,0,0
66,0,0,0
77,1,5,0
128,26,12,0
315,46,35,0
610,0,1,0
772,14,0,12
983,34,27,36
983,89,81,67
983,160,29,181
983,125,128,47
983,431,142,0
983,542,397,0
983,517,538,0
983,369,592,92
983,276,393,217
983,182,145,231
983,104,124,124
983,62,87,113
983,13,46,67
983,40,48,45
983,83,70,61
983,187,147,87
983,233,187,111
613,126,119,67
449,87,74,65
143,61,62,66
54,54,62,51
15,26,34,23
2,0,37,11
20,0,41,0
58,17,19,2
98,40,27,68
143,74,30,42
297,69,45,70
383,45,56,166
464,80,112,181
566,60,78,153
649,213,200,299
983,341,300,416
983,471,377,478
983,798,763,615
983,983,983,817
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,0
0,983,0,0
0,983,0,0
0,0,0,0
983,0,0,983
983,0,0,0
983,0,0,0
983,983,983,0
983,983,983,0
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
809,983,983,983
662,983,983,983
443,983,983,983
428,983,983,983
594,983,983,983
901,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,912,983,983
983,777,932,956
983,815,983,758
983,799,983,618
983,835,952,924
983,967,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
895,983,983,983
728,983,983,983
587,983,983,983
639,983,983,983
691,771,983,983
504,761,849,983
487,577,670,983
381,391,403,983
259,174,315,983
106,73,195,983
52,162,67,652
11,153,125,299
21,132,142,128
54,142,165,29
75,250,271,0
119,415,323,27
79,607,305,390
185,871,424,405
336,983,896,375
486,983,960,57
659,701,980,852
566,511,789,476
368,412,438,477
303,368,269,286
319,342,356,173
422,312,342,183
591,183,323,152
323,128,190,145
373,140,210,110
708,82,135,116
581,118,141,124
534,128,153,98
347,136,150,111
288,137,178,88
215,175,158,68
221,110,116,59
227,53,64,39
232,20,49,26
236,13,60,52
246,8,54,77
238,8,60,111
273,28,102,164
184,96,126,268
244,81,175,548
77,224,185,513
252,267,345,525
705,426,443,510
983,466,584,583
983,717,752,900
983,765,976,954
983,786,951,846
983,860,983,983
983,967,983,983
983,976,983,983
983,904,983,983
983,983,983,983
983,983,983,983
737,983,983,983
670,983,983,983
294,953,983,983
120,983,983,983
63,983,983,983
26,983,983,983
2,983,983,983
0,983,983,983
53,983,983,983
189,983,983,983
427,983,983,983
417,983,983,983
581,983,983,983
737,983,983,983
983,758,983,983
983,489,703,983
983,347,492,711
983,191,251,389
950,86,131,149
895,50,54,62
837,0,30,17
857,0,0,0
803,0,0,0
678,0,0,11
666,58,72,38
648,79,121,78
483,109,148,101
427,160,174,144
455,199,246,170
508,231,326,183
520,255,350,211
474,268,358,246
447,268,325,278
588,209,338,320
745,227,321,281
983,180,312,194
983,140,260,106
983,237,161,67
852,166,127,36
983,113,122,1
974,104,127,63
398,86,104,74
328,65,78,80
341,47,54,87
579,22,42,65
244,14,36,61
110,3,12,65
166,0,18,60
145,26,35,75
110,58,70,73
124,145,168,125
219,267,396,208
296,311,442,369
282,388,503,477
175,521,540,529
75,584,790,834
44,718,775,983
67,960,903,918
95,906,983,983
48,983,983,983
152,983,983,983
71,983,983,983
125,983,983,983
165,960,983,983
268,749,983,916
273,722,761,693
230,560,430,856
242,232,294,814
217,194,289,552
276,125,265,677
246,93,231,332
214,73,238,404
184,69,223,477
225,139,251,304
248,170,290,295
209,140,282,340
252,143,158,490
295,89,115,371
410,71,90,315
426,60,99,448
433,114,158,403
734,195,228,369
737,299,294,364
895,386,379,325
853,519,463,293
983,559,473,286
463,535,512,426
632,574,566,493
677,653,683,688
983,866,904,805
983,955,983,969
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
