p99,p133,p128,p131
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,518,983,983
983,243,983,983
983,138,983,983
472,255,983,983
179,253,600,983
49,277,496,827
5,118,225,826
3,83,156,837
0,44,104,892
0,37,57,978
0,16,48,799
0,0,17,660
0,0,20,966
33,20,25,983
91,0,55,901
90,12,110,875
108,71,236,872
123,168,229,747
137,141,58,635
326,53,111,523
120,62,286,519
90,105,396,480
15,262,383,454
0,280,223,238
0,111,118,211
29,77,106,88
87,55,48,62
190,56,25,4
837,65,19,13
845,65,12,0
945,63,5,0
735,63,37,0
782,80,54,0
983,72,61,0
983,79,49,0
983,86,67,0
983,87,95,24
983,136,71,46
983,160,155,23
983,108,139,71
983,107,130,83
979,124,127,69
874,114,138,102
670,167,135,88
240,153,201,127
2,215,161,110
0,127,194,194
0,118,185,239
0,192,238,306
0,192,241,321
4,193,171,383
60,167,171,432
114,73,119,300
91,80,131,146
39,47,54,132
47,0,16,73
68,0,5,83
73,0,0,62
546,0,0,64
840,145,31,92
983,677,83,84
983,315,189,125
983,472,382,319
983,502,533,575
983,506,543,740
983,541,248,565
983,453,151,503
983,836,352,204
983,814,331,650
952,500,401,693
932,620,773,589
693,983,983,359
749,840,983,280
321,783,950,655
689,915,737,460
983,983,792,547
983,983,897,897
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,959,983,983
983,983,983,983
635,974,983,983
307,491,983,983
181,411,805,983
222,702,962,983
439,907,983,983
415,828,983,766
368,937,983,396
230,976,983,488
54,983,983,783
52,983,983,983
316,983,983,983
481,983,983,983
983,983,983,983
737,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,892,842,960
983,441,574,488
983,290,178,313
983,140,213,297
983,109,116,262
983,102,143,364
983,138,112,470
983,202,204,392
983,515,389,607
983,737,604,873
983,235,775,865
983,983,983,979
736,983,983,983
983,983,983,983
773,983,983,983
741,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
953,983,983,879
666,983,983,605
562,983,983,983
523,983,983,983
721,983,983,983
530,983,983,983
765,983,983,983
983,983,983,983
983,983,983,983
974,983,983,983
610,983,983,983
705,983,983,983
615,983,983,983
733,983,983,983
734,983,983,983
538,983,983,983
479,983,983,983
79,983,983,983
61,983,983,983
0,983,983,983
0,983,980,983
45,943,773,983
240,467,506,983
200,597,499,977
341,571,660,641
572,763,488,368
983,689,589,418
983,567,623,684
983,424,459,680
545,221,409,782
983,243,396,703
983,277,349,735
710,184,168,374
983,58,34,105
639,78,51,73
152,9,0,57
296,12,0,46
241,0,0,0
466,0,0,0
581,0,0,0
805,0,0,2
858,80,44,0
407,152,174,78
239,248,162,300
162,380,182,94
19,826,510,57
0,886,780,263
4,841,795,304
41,683,753,417
59,504,512,711
185,360,456,412
192,212,353,347
160,208,193,311
132,228,264,212
59,248,425,285
0,354,434,385
0,439,563,539
0,710,711,983
54,983,983,983
194,983,983,983
233,983,983,983
174,983,983,983
174,983,983,983
134,983,983,983
171,973,983,983
335,624,760,825
983,768,907,820
561,983,983,983
141,970,775,983
43,758,605,593
209,429,290,579
517,373,129,280
211,229,250,423
121,230,284,257
88,191,284,318
130,112,159,352
145,127,205,286
154,246,294,232
241,522,460,333
322,946,339,528
274,677,579,814
471,983,983,898
559,983,983,983
653,983,983,983
488,791,983,983
373,957,983,983
448,683,983,983
983,920,983,983
574,983,983,983
366,225,387,983
516,983,869,983
937,983,983,983
358,983,983,983
280,983,983,983
265,983,983,983
248,983,983,932
238,983,983,983
229,983,983,983
218,983,983,983
160,983,983,983
126,843,983,888
70,753,983,871
27,585,747,637
0,531,983,440
0,562,983,347
0,736,983,621
0,776,983,972
0,983,983,983
0,983,983,983
0,983,983,653
0,983,983,321
0,983,983,983
1,978,983,971
0,983,983,983
0,979,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
13,983,983,983
79,983,983,983
198,983,983,983
302,906,976,592
200,514,721,448
144,328,423,294
241,148,161,127
204,71,41,76
86,48,95,0
105,37,64,0
39,945,77,69
0,42,74,0
0,26,591,199
0,1,329,130
0,58,62,507
0,23,6,17
0,68,83,0
0,386,24,89
0,123,14,50
0,446,81,49
0,830,902,118
0,983,629,414
0,608,628,317
0,418,491,565
0,444,374,489
89,538,265,593
190,478,325,548
127,320,255,438
105,211,185,450
142,43,127,250
101,0,41,89
98,0,0,10
70,32,0,12
35,55,48,0
29,75,133,0
0,160,222,14
0,381,279,0
0,822,458,46
0,983,833,115
18,983,983,220
55,983,983,465
107,983,983,599
81,983,983,703
126,983,983,867
176,983,983,983
117,983,983,983
169,983,983,983
197,983,983,983
172,983,983,983
263,983,983,983
277,878,983,983
293,911,983,983
403,851,983,983
563,983,983,983
675,983,983,983
755,983,983,983
958,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
978,983,983,983
902,983,983,983
983,983,983,983
983,983,983,983
983,311,495,983
983,801,983,983
983,943,983,983
983,832,827,983
983,873,977,641
983,610,779,630
854,983,983,631
983,983,983,983
983,825,983,983
983,983,983,983
983,983,983,983
983,983,983,983
804,983,983,983
983,983,983,983
983,828,824,983
983,681,515,983
983,381,178,965
983,197,34,883
983,62,0,732
983,18,29,653
983,28,22,449
983,64,64,323
983,128,131,66
983,209,194,0
983,269,301,46
874,91,388,80
694,67,329,163
556,91,437,272
490,77,360,412
440,45,158,696
274,9,74,589
224,61,121,363
156,391,591,290
98,394,535,318
71,436,500,284
39,326,504,221
11,483,488,341
12,441,481,396
6,286,332,321
0,336,229,674
0,423,617,882
0,561,983,962
0,854,983,983
0,805,983,983
0,983,983,983
0,983,983,983
0,983,983,983
18,983,983,983
26,983,983,983
40,983,983,983
62,983,983,983
91,983,983,983
99,983,983,983
105,594,909,983
86,249,573,666
94,731,520,714
114,859,442,409
143,869,414,350
129,932,306,487
140,610,212,330
148,146,112,409
144,107,66,196
131,51,53,173
119,50,23,296
79,20,47,318
117,3,245,618
120,106,96,377
172,203,370,176
306,317,310,41
409,179,224,118
593,181,278,136
918,174,132,201
983,154,145,215
983,149,163,108
983,294,237,75
983,662,512,117
983,572,624,256
983,701,647,331
983,936,983,461
983,939,983,862
983,983,983,810
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,728,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
407,983,983,983
26,545,467,983
0,540,983,983
0,983,983,983
469,983,983,983
729,983,983,983
983,866,983,983
983,817,983,983
973,581,753,983
749,381,774,977
540,302,447,973
528,218,332,838
430,379,347,872
436,504,478,888
247,667,729,889
309,862,797,983
339,983,983,983
158,778,983,983
0,750,983,983
0,565,658,983
60,318,818,983
170,354,394,983
297,404,506,983
292,279,649,983
390,253,489,922
134,601,384,398
397,983,956,288
413,681,730,280
270,979,983,155
460,983,983,328
894,983,983,266
983,702,941,154
983,754,895,195
983,717,837,220
983,330,492,239
700,237,398,140
677,327,211,76
444,415,413,62
398,645,805,148
204,704,983,311
78,802,983,532
59,872,983,540
0,769,983,651
0,821,983,682
0,689,854,489
0,671,955,549
0,514,878,526
0,98,495,442
0,69,138,72
0,89,231,39
0,89,157,116
0,79,197,268
0,77,226,212
0,98,127,145
0,129,146,131
0,149,117,116
15,124,67,158
59,169,178,132
60,190,145,115
111,165,166,110
101,161,173,103
91,139,173,116
181,225,250,197
298,460,365,406
386,534,510,523
539,671,702,741
840,876,912,969
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,790,983,983
983,711,974,925
983,958,983,983
983,983,983,983
983,983,983,905
983,983,983,949
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
970,983,983,983
791,983,983,686
589,647,801,772
720,145,333,533
983,48,151,280
983,6,66,168
983,0,3,109
983,0,0,50
983,0,0,20
983,0,0,0
588,0,0,0
126,50,0,0
0,145,74,39
983,289,135,39
827,403,349,78
983,364,434,204
983,482,554,354
915,690,684,591
529,378,381,570
222,547,663,672
200,369,584,677
158,414,807,739
94,564,651,795
66,648,807,983
31,756,714,983
0,843,700,983
28,866,599,983
93,791,610,983
248,678,368,983
383,783,437,983
350,433,461,983
338,589,657,983
307,588,708,762
326,232,420,518
300,184,231,392
316,156,175,296
187,204,213,235
146,213,345,94
192,171,240,65
246,107,87,65
245,110,103,2
97,29,0,27
167,55,68,0
174,51,79,26
199,3,24,53
191,68,72,0
145,146,109,0
82,124,119,51
84,156,79,66
63,245,210,57
66,222,200,80
74,166,171,132
75,237,237,195
74,170,152,141
142,278,229,185
113,278,209,199
105,386,285,214
132,378,314,198
96,358,293,191
75,242,253,203
66,349,387,258
100,363,384,296
118,525,341,373
114,393,375,376
136,409,498,499
117,81,367,963
108,983,443,983
91,720,983,634
44,929,983,64
7,983,983,232
0,983,983,776
0,983,983,983
0,983,983,983
0,983,983,983
34,983,983,983
104,476,983,983
169,278,483,744
195,593,794,702
183,983,983,983
115,248,594,983
0,983,983,742
143,983,983,983
983,983,983,983
0,983,983,983
0,983,983,983
12,983,983,983
0,983,983,983
136,983,983,810
201,753,778,323
202,503,525,194
227,467,506,80
196,618,361,51
96,342,260,94
52,267,268,55
36,535,517,154
0,663,713,963
0,613,983,983
0,983,983,983
0,983,983,983
0,983,983,983
12,983,983,983
65,983,983,983
76,983,983,983
137,983,983,983
222,983,983,983
458,983,983,983
188,983,983,983
196,983,983,965
305,983,979,885
363,682,973,718
818,584,734,601
983,590,784,517
758,968,962,493
268,967,843,512
289,718,541,564
189,700,390,409
149,504,344,162
62,379,479,121
33,268,482,215
0,542,708,386
0,593,818,567
0,922,983,779
0,914,983,833
0,898,983,747
0,688,983,762
15,836,983,832
29,876,983,658
69,657,983,983
153,883,983,588
197,669,497,410
258,263,614,342
362,236,47,0
469,0,0,159
593,0,0,79
522,33,0,39
253,0,0,40
234,17,46,108
351,0,0,39
95,4,0,0
175,15,0,0
81,1,2,0
72,65,64,0
20,72,75,35
0,245,138,78
0,306,202,256
3,431,329,227
47,0,0,138
145,78,143,244
140,366,409,368
168,935,826,430
517,983,974,677
362,983,983,709
470,983,983,407
983,983,983,242
983,983,983,459
983,258,77,983
983,112,53,288
859,246,108,105
348,353,144,89
105,338,150,76
136,482,320,342
251,610,649,118
139,428,491,148
153,285,405,107
242,202,215,170
203,110,69,199
331,58,5,67
426,366,33,0
621,525,491,0
581,549,983,0
386,614,983,47
340,710,983,68
235,888,983,297
200,718,983,298
116,462,817,131
76,262,331,75
74,149,374,301
44,425,477,983
49,983,983,947
7,983,983,812
0,983,983,983
0,983,983,983
0,983,944,983
0,983,983,983
0,983,894,983
0,983,983,983
0,470,983,838
11,271,656,573
18,169,426,354
35,51,298,537
0,0,228,974
0,0,109,667
0,0,0,393
0,0,0,286
0,0,110,270
9,33,112,201
5,82,140,0
4,66,89,0
7,17,51,0
35,0,20,0
47,0,26,0
41,0,0,60
34,0,0,156
27,18,47,115
27,115,200,252
49,377,101,147
17,371,207,308
10,332,212,237
40,251,250,148
76,219,177,120
50,191,141,113
59,112,106,95
81,69,72,65
78,38,18,53
87,52,30,0
94,114,75,0
96,111,76,0
137,197,119,16
140,224,128,64
119,323,236,88
152,358,231,160
163,350,228,170
202,404,211,181
141,545,282,214
157,373,443,222
176,347,424,367
203,480,461,358
141,347,387,508
126,507,474,463
171,362,360,705
240,369,344,411
159,352,329,475
126,324,419,287
88,217,184,196
137,109,292,182
130,76,111,97
161,58,34,95
168,67,66,38
284,77,75,57
394,189,153,48
603,303,214,92
963,388,427,85
983,623,486,48
983,705,541,25
983,808,516,4
983,492,337,0
983,276,245,0
983,103,77,0
983,73,71,0
983,27,13,84
207,0,0,125
0,0,0,141
163,0,0,146
936,43,0,71
983,2,0,56
983,33,23,52
340,25,62,85
248,68,79,182
162,131,282,436
115,318,147,480
74,306,434,421
68,294,370,107
136,229,215,168
93,311,365,195
37,359,436,238
0,326,353,219
2,284,401,229
128,240,260,200
308,244,222,147
144,135,221,57
223,142,202,60
669,142,116,44
402,117,67,4
341,59,46,0
392,37,23,0
346,7,15,0
472,3,0,0
354,0,0,0
170,0,0,0
84,10,0,0
74,37,3,0
41,61,0,0
29,158,91,18
2,74,62,0
20,104,65,50
3,143,71,20
0,228,198,80
0,151,142,67
0,184,137,103
0,431,452,179
114,473,487,367
259,179,179,308
448,285,396,192
816,769,463,214
983,141,309,537
0,253,153,279
0,36,74,115
274,69,87,147
983,252,147,336
324,5,36,77
204,70,313,229
142,162,196,78
314,186,306,419
407,179,341,470
453,183,228,545
398,148,307,365
157,180,208,550
111,199,423,256
101,191,354,411
85,155,274,209
78,196,138,363
164,123,98,420
101,136,95,469
71,200,244,496
0,196,253,441
13,983,489,451
43,220,341,592
0,172,122,658
13,105,126,335
77,264,187,386
293,23,442,382
522,14,21,328
639,121,50,142
561,183,136,81
576,295,634,103
426,510,352,362
368,389,392,500
319,248,220,356
139,182,72,224
77,23,3,115
48,16,19,79
16,0,36,48
0,74,4,0
0,136,29,49
0,89,48,101
0,130,123,148
0,152,149,369
0,238,146,473
0,277,218,649
49,503,419,704
119,733,537,734
229,698,647,851
181,668,695,872
194,983,724,906
226,323,342,731
263,232,100,635
494,209,211,652
345,413,763,878
330,426,591,854
296,200,175,870
233,111,156,686
228,57,74,219
280,39,34,87
28,0,0,98
78,0,0,76
205,0,0,47
206,0,0,11
114,8,0,0
64,41,40,37
25,75,66,73
0,139,101,78
0,255,196,106
57,237,283,148
100,296,278,182
142,290,296,168
116,312,312,110
88,356,312,142
150,326,307,183
340,364,351,234
171,406,323,249
259,353,361,284
161,399,334,232
0,371,281,231
60,266,149,200
98,236,101,200
47,156,85,183
53,49,68,128
68,62,55,81
67,36,66,32
22,31,91,75
0,74,68,101
0,70,68,96
4,83,95,161
0,112,157,171
0,244,271,399
0,445,440,685
0,560,475,983
118,775,537,977
311,983,961,983
335,983,983,983
203,983,983,983
128,931,983,983
200,703,460,983
236,607,694,587
212,222,450,807
262,758,443,564
314,742,982,593
495,549,761,693
535,441,569,393
197,140,271,416
117,54,77,258
61,47,75,106
59,0,0,74
57,0,0,20
19,21,0,39
19,63,7,21
68,103,25,66
178,77,73,160
468,112,110,282
983,338,355,541
779,408,392,546
529,639,499,666
267,790,805,903
293,741,782,983
622,682,698,791
588,677,732,811
384,713,582,536
347,517,553,491
419,368,499,584
353,226,318,333
117,187,252,231
52,220,178,219
0,205,295,171
0,92,121,408
0,179,155,174
0,339,288,219
0,182,535,487
0,172,277,254
0,438,393,430
0,291,436,799
0,418,758,983
15,983,983,983
73,983,983,983
256,983,983,983
347,983,983,983
730,983,983,983
856,983,983,983
983,983,983,835
983,836,983,983
983,920,875,983
983,922,743,983
886,660,724,893
184,550,679,912
86,465,548,776
4,70,299,706
16,148,243,496
0,121,226,328
52,102,72,222
81,74,46,190
231,57,39,134
116,15,0,82
124,81,31,1
156,43,64,28
135,36,46,57
172,77,82,119
308,186,198,211
320,112,138,348
794,234,225,322
560,281,337,413
336,451,513,302
983,271,319,539
648,418,420,723
695,273,468,983
476,272,340,983
590,240,260,760
983,114,148,668
3,110,137,428
0,64,136,251
19,23,97,192
214,38,60,142
623,0,40,121
149,0,28,42
38,21,23,56
7,15,15,71
94,27,0,53
108,0,0,74
153,0,0,20
146,17,0,11
105,104,47,0
42,366,191,42
59,270,268,112
0,411,54,607
0,983,983,1
13,895,229,983
29,953,359,92
0,53,236,779
0,274,154,59
0,537,373,542
0,555,983,507
24,983,983,228
80,983,883,553
67,973,848,983
108,900,699,983
147,908,704,855
111,850,865,983
75,766,630,937
63,642,536,828
78,331,392,419
78,101,260,284
142,60,125,164
122,55,80,79
50,112,93,89
0,246,199,120
0,432,464,279
56,571,812,563
72,708,900,685
118,983,983,775
206,983,983,867
428,983,983,983
519,983,983,983
577,983,983,983
773,983,983,983
738,983,983,983
749,983,983,983
831,983,983,983
983,983,983,983
983,983,983,983
983,924,983,983
983,829,963,983
983,794,902,983
983,705,842,983
940,645,977,983
864,682,941,865
889,639,843,983
702,134,415,973
668,244,272,929
766,648,916,557
535,983,983,983
573,983,983,983
429,983,975,983
324,191,616,983
255,178,270,983
493,361,317,983
959,643,528,599
30,943,815,983
63,983,983,837
619,983,880,979
983,657,723,596
983,297,261,738
983,310,453,922
983,622,454,813
983,354,442,582
550,210,318,542
983,303,325,610
498,201,233,562
651,113,135,588
662,55,57,312
684,59,11,156
878,61,20,88
946,72,74,83
765,125,110,174
581,136,78,564
691,381,480,110
798,431,370,0
844,41,174,10
916,0,72,0
837,0,0,52
972,0,0,161
983,983,20,138
106,830,613,288
81,983,983,102
91,384,706,487
983,16,87,231
735,72,74,76
983,72,26,87
981,78,38,55
983,48,49,50
961,1,0,29
983,15,0,22
983,0,0,68
983,0,24,13
620,0,0,0
452,12,0,24
665,0,0,41
540,47,0,0
536,54,30,8
490,81,80,0
411,190,128,63
475,214,121,50
436,268,226,128
481,219,210,122
643,387,317,70
806,419,754,108
945,248,377,342
983,239,177,214
983,328,580,195
983,410,346,328
983,562,681,451
920,281,703,213
983,399,480,507
983,108,230,647
983,107,195,286
983,147,118,202
983,404,581,135
928,512,541,451
806,101,170,412
640,131,380,331
712,414,703,824
910,487,673,846
983,694,706,838
983,719,842,942
983,561,794,967
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
154,983,983,983
218,983,983,983
578,983,983,983
925,983,983,983
983,983,983,983
830,983,983,983
197,983,983,983
323,983,983,983
942,983,983,983
641,983,983,983
478,983,983,983
225,983,983,983
159,983,983,983
119,856,983,983
127,983,983,983
44,824,978,983
17,869,939,983
43,960,983,983
128,983,983,983
129,983,983,983
377,983,983,983
432,983,983,983
560,983,983,983
746,943,966,983
421,782,959,983
813,983,763,861
153,741,794,983
289,323,522,964
179,179,311,636
65,156,185,403
74,321,289,305
69,235,308,285
71,143,301,309
57,50,228,235
33,0,49,359
0,0,0,289
0,0,18,270
0,31,74,277
0,90,102,303
0,155,234,319
0,242,292,447
0,408,327,696
0,468,428,698
0,496,440,737
0,731,548,810
5,785,728,964
0,974,858,979
0,584,652,699
0,376,516,365
0,394,387,352
45,396,328,218
72,374,342,225
109,279,343,277
46,211,346,288
108,149,252,222
132,72,113,183
84,61,125,147
70,30,81,83
94,18,80,91
62,41,92,162
109,79,104,274
76,130,135,460
37,137,151,369
0,229,273,582
0,581,622,666
0,640,963,941
0,983,983,953
86,964,983,983
171,699,796,983
219,983,983,983
386,983,983,983
552,983,983,983
501,983,983,983
529,983,983,983
481,983,983,983
694,983,983,983
983,983,983,983
983,983,983,983
860,983,983,983
971,983,983,983
869,983,983,983
943,983,983,983
777,983,983,983
562,983,983,983
548,983,983,983
541,983,983,983
593,983,983,983
641,983,983,983
891,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,711,670,983
983,982,983,983
983,865,982,983
983,726,835,983
983,195,978,963
729,2,281,911
913,74,556,432
838,0,230,495
651,0,168,110
590,46,107,19
499,94,10,0
544,18,147,19
227,50,66,44
125,39,85,12
110,84,87,76
158,127,78,80
290,256,140,125
522,336,133,60
983,73,40,0
983,58,54,20
983,3,7,10
983,0,8,0
0,0,0,0
983,0,0,0
983,20,0,0
983,0,0,0
983,43,0,4
213,60,0,7
58,69,0,64
17,88,0,0
94,62,35,0
120,79,93,62
450,70,134,82
292,146,93,133
893,0,43,264
67,31,0,0
37,26,4,0
130,0,0,0
36,0,12,0
53,23,39,0
118,0,81,2
424,91,62,2
185,73,74,1
415,35,52,19
983,48,72,7
812,39,9,23
699,61,51,0
502,0,66,0
212,0,34,3
89,0,0,222
242,0,28,188
246,0,35,149
448,0,24,132
367,0,14,69
309,0,0,0
124,0,0,0
122,0,0,0
234,0,0,0
156,0,0,0
71,0,0,0
74,0,0,0
134,0,1,0
177,0,0,0
272,27,6,0
523,18,0,8
713,41,26,14
954,38,32,47
833,70,53,63
571,80,101,96
893,109,103,155
983,99,70,86
983,49,23,114
983,79,89,90
232,79,179,288
656,175,205,177
783,337,414,261
486,208,292,440
971,254,252,384
502,194,254,419
561,160,243,275
380,139,98,202
269,98,59,118
229,30,31,67
144,0,0,55
83,0,0,41
59,0,0,40
75,45,43,115
118,63,72,134
388,100,117,221
723,239,147,337
741,265,325,387
968,579,599,594
983,654,696,514
817,765,730,731
967,771,881,852
968,703,878,719
983,912,983,953
513,850,983,983
917,724,672,852
899,649,517,983
614,869,630,607
653,676,770,938
482,522,620,667
428,548,524,983
462,357,572,552
621,412,594,702
390,345,468,537
383,449,525,602
473,465,647,857
425,691,755,956
431,907,980,983
508,983,983,983
527,983,983,983
624,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
805,983,983,983
510,943,983,983
741,983,983,983
730,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
920,981,983,983
935,960,983,983
983,983,983,983
983,973,983,983
887,983,983,983
792,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
121,983,983,983
0,983,983,983
290,983,983,983
864,983,983,983
983,983,983,983
983,983,983,983
983,977,983,983
983,662,983,983
815,738,968,983
653,664,885,983
563,976,918,677
432,701,983,570
305,610,788,480
264,516,598,311
220,503,659,315
203,454,487,393
467,563,723,602
322,667,983,873
171,839,983,983
108,982,983,983
1,983,983,983
0,983,983,983
0,973,983,983
0,926,983,983
0,521,823,983
0,516,340,416
0,723,558,718
0,952,708,445
0,604,612,480
0,547,331,515
0,247,325,564
0,140,371,420
0,214,203,237
0,170,75,106
0,72,56,308
0,38,77,373
0,85,62,135
0,73,87,200
0,57,91,122
0,91,53,97
0,65,61,65
0,75,69,42
0,46,55,40
0,22,54,79
5,53,31,54
0,47,32,24
0,55,61,49
20,82,67,14
27,70,69,2
46,82,75,21
65,108,78,42
36,78,71,10
32,82,77,32
7,65,47,18
0,70,65,6
10,70,39,23
33,26,18,27
20,4,13,16
21,0,0,12
45,0,0,13
67,0,0,0
70,0,0,0
49,34,11,0
68,47,46,19
64,75,61,50
84,66,63,74
74,120,112,79
41,166,150,125
83,211,176,152
93,259,241,189
56,362,366,234
102,470,429,337
183,607,622,458
79,608,649,582
92,554,587,655
84,581,564,701
49,580,572,676
51,543,529,629
10,553,608,570
5,581,511,554
0,474,495,644
0,536,519,583
0,559,463,610
0,413,419,578
0,360,346,639
0,354,406,709
0,339,350,697
0,328,358,720
0,360,367,749
0,378,407,839
12,435,398,870
62,527,474,855
109,512,513,983
214,652,908,983
462,792,969,983
608,811,983,983
854,983,983,983
945,967,983,983
983,947,983,983
983,706,759,983
983,261,386,983
983,150,348,983
942,183,224,983
753,161,244,702
513,147,243,342
530,105,100,345
474,123,186,251
350,149,189,341
271,388,489,477
240,231,500,500
126,86,311,428
59,58,156,589
0,406,208,420
0,250,195,546
0,78,153,619
0,221,141,374
0,8,212,153
0,173,184,152
0,229,138,352
70,106,129,118
138,110,119,296
111,200,186,349
119,168,167,267
150,102,139,221
126,78,119,186
79,95,83,141
62,83,72,111
68,86,125,89
20,76,45,54
12,37,72,36
63,46,57,7
53,34,19,0
92,0,16,0
92,0,13,0
120,0,0,0
80,35,0,0
79,78,2,0
88,119,46,0
120,106,105,59
159,234,186,56
238,285,192,52
243,438,241,50
181,441,339,60
124,452,364,49
78,467,283,48
79,413,208,57
86,331,186,49
110,189,138,63
79,180,85,79
117,159,61,63
140,60,60,58
143,38,65,68
116,15,57,62
138,12,27,54
196,1,0,38
246,29,0,0
326,29,0,0
272,22,7,0
474,51,56,0
413,46,46,0
370,48,18,0
395,31,69,0
417,70,91,47
477,50,38,74
450,42,53,58
408,73,68,30
255,57,54,13
173,113,77,22
116,121,88,0
117,99,52,0
79,104,65,0
84,76,53,0
81,83,62,0
73,62,41,0
78,63,48,0
99,65,59,5
104,76,67,24
92,74,69,32
98,53,70,52
99,49,52,44
82,31,50,51
83,26,37,49
75,0,32,68
58,0,0,70
47,33,0,58
40,65,16,33
17,73,81,65
0,224,115,80
0,339,232,50
0,494,310,58
0,587,318,62
0,627,201,75
0,717,141,102
0,481,62,117
0,162,47,139
0,35,99,119
0,61,188,151
0,82,73,218
0,152,73,317
0,239,170,130
0,299,164,129
0,330,213,211
0,227,245,327
0,198,244,328
0,110,231,372
0,66,110,369
0,138,90,323
0,143,101,335
0,142,178,304
0,196,262,367
0,310,465,659
0,421,604,983
47,562,859,983
76,729,886,983
106,914,980,983
118,259,792,716
245,0,33,30
228,227,73,0
168,470,131,163
171,372,244,224
217,555,530,459
197,983,807,694
113,319,738,490
86,479,716,345
80,739,598,542
76,706,476,462
58,767,870,292
57,726,829,677
35,660,804,494
16,520,760,285
0,283,668,652
0,463,745,696
0,474,983,790
14,795,983,983
71,983,983,983
148,983,983,983
189,983,983,983
403,983,983,983
335,983,983,983
424,983,983,983
450,983,983,983
374,983,983,161
410,811,983,330
361,253,327,682
289,267,267,628
246,441,264,648
154,819,425,883
215,807,625,983
210,823,865,983
140,971,909,983
131,855,983,983
117,930,983,700
129,910,983,617
104,969,927,630
116,914,707,534
134,843,825,649
260,977,830,840
243,978,983,983
320,983,983,983
183,983,983,983
230,983,983,983
273,983,983,983
365,983,983,983
132,983,983,983
120,983,983,983
128,983,983,983
73,983,983,983
69,983,983,983
7,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
0,983,983,983
30,983,983,983
0,983,983,983
48,974,983,983
0,889,412,983
79,983,542,390
63,891,578,557
94,677,655,514
48,466,331,983
38,551,511,565
0,518,580,578
0,609,529,748
5,373,448,696
2,372,450,798
0,320,345,446
0,285,244,318
67,163,116,201
134,159,81,48
164,227,77,0
330,253,57,0
412,136,113,0
468,64,55,0
549,159,17,4
520,248,115,11
539,102,118,55
536,118,85,19
477,63,48,57
500,47,50,80
499,29,42,53
507,9,21,31
384,26,33,15
339,45,15,1
189,67,25,0
95,86,74,0
87,197,94,51
126,435,366,71
184,479,455,148
388,260,327,218
246,278,221,122
402,193,255,183
591,295,421,239
342,344,473,154
401,180,151,298
505,181,83,336
203,210,83,152
268,69,130,76
285,48,64,83
331,0,22,68
171,0,0,23
185,0,0,14
269,0,0,43
544,0,0,0
413,8,0,0
627,28,0,0
555,42,52,0
983,0,0,52
983,26,39,50
983,9,178,0
983,41,75,0
983,54,70,342
983,311,131,245
983,298,189,0
983,393,197,0
983,370,142,210
983,443,820,983
983,835,983,983
983,983,983,983
983,983,983,983
983,983,983,983
983,983,983,983
134,983,983,983
629,850,931,983
279,525,983,983
623,983,983,983
210,983,983,983
96,983,983,983
40,983,983,983
29,983,983,983
0,983,983,983
0,983,983,983
0,983,983,555
0,983,983,833
0,983,983,983
0,983,983,983
0,975,983,983
0,828,751,983
0,765,723,983
0,972,983,983
0,983,583,502
15,651,324,544
0,494,524,983
